SampleID,Muribaculaceae,Faecalibaculum,Parasutterella,Bacteroides_dash_acidifaciens,Bacteroides,Akkermansia_dash_muciniphila,Alloprevotella,Clostridia_dash_UCG_dash_014,Lachnospiraceae_dash_NK4A136_dash_group,Lachnospiraceae,Desulfovibrionaceae,Parabacteroides_dash_goldsteinii,Helicobacter_dash_ganmani,Mucispirillum_dash_schaedleri,Oscillospiraceae,Muribaculum,Lachnospiraceae_dash_bacterium_dash_10_dash_1,Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,Colidextribacter,Lachnoclostridium,Rikenellaceae_dash_RC9_dash_gut_dash_group,Alistipes,Lachnospiraceae_dash_bacterium_dash_28_dash_4,Clostridia_dash_vadinBB60_dash_group,Dubosiella_dash_newyorkensis,Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,Oscillibacter,Bacteroides_dash_caecimuris,Roseburia,Bilophila,Parabacteroides,Gastranaerophilales,Ruminococcaceae,Anaerotruncus,Bacteroides_dash_uniformis,Bifidobacterium_dash_choerinum,mouse_dash_gut_dash_metagenome,Odoribacter,Peptococcaceae,Lachnospiraceae_dash_UCG_dash_006
sample32,295.5420268174155,10703.32317576254,10750.34122548349,60.45177821265318,27008.51113256427,28.546673044864,45.33883365948989,1010.888069000478,7323.061244038347,5974.650746683889,13.43372849170071,28214.18826469441,0.0,261.9577055881638,5816.804436906406,0.0,0.0,4908.348547655145,982.3413959556141,302.2588910632659,0.0,0.0,15971.02396057068,9702.510403130835,0.0,6.716864245850353,2040.247514677045,0.0,177.9969025150343,0.0,10.07529636877553,0.0,1586.859178082146,1257.732830035479,0.0,0.0,0.0,0.0,5326.473346959331,866.4754877146955
sample33,17986.06728143852,1850101.085155093,2794985.578638884,4188.536216225408,14679094.7464869,6652.381049299177,3449.382766303277,220514.1125601023,323256.4420992786,608816.0582525284,0.0,6610495.687136923,0.0,51987.12597785653,329662.4386652703,0.0,0.0,420824.6974889998,90915.8743404221,26609.52419719671,739.1534499221308,0.0,1489640.586076401,1076207.423086622,0.0,1231.922416536885,529973.0235941678,0.0,18725.22073136065,0.0,12565.60864867622,0.0,335575.6662646474,97814.63987302863,2463.844833073769,0.0,0.0,0.0,1212458.042355602,42624.51561217621
sample34,135570.434749285,23442112.12573307,6823160.78305243,57865.42946615824,54492701.57727358,71091.81334413726,16532.97984747378,99197.87908484269,5758436.880875118,8165638.746667302,1653.297984747378,41970622.64079694,6613.191938989514,1395383.499126787,2774234.018406101,0.0,0.0,3723227.061651096,1195334.442972354,429857.4760343183,0.0,0.0,30169381.62567015,3313209.161433746,0.0,0.0,1069683.796131554,0.0,234768.3138341277,0.0,19839.57581696854,0.0,2212112.703591992,788623.1387244994,0.0,0.0,221541.9299561487,0.0,8279716.307614869,208315.5460781697
sample35,29877.11143250547,3259592.857286347,3731651.217919934,0.0,17867110.17886693,12548.3868016523,10158.21788705186,98594.46772726806,956665.1080688252,3515938.473377245,4780.337829200877,13426176.33553931,4780.337829200877,1605595.968382844,3070769.513032912,0.0,0.0,3719700.373346931,501337.9298374419,108155.1433856698,0.0,0.0,5578056.704448773,5753136.577443253,0.0,4182.795600550766,650723.4869999692,0.0,180457.7530523331,0.0,61546.84955096128,0.0,916032.2365206179,1524330.225286429,9560.675658401753,0.0,0.0,0.0,2302330.206988872,76485.40526721402
sample46,101785.5137069731,16133003.92255524,8145385.734400523,7633.913528022983,46681381.22386055,36897.24871877775,29263.33519075477,225200.449076678,18531325.08927579,4375504.770478506,31807.97303342909,39588203.23740585,12723.18921337164,7135164.510858815,2856355.978401933,0.0,31807.97303342909,2535731.610224967,258280.7410314442,159039.8651671455,10178.55137069731,0.0,2648967.994223975,178124.6489872029,0.0,20357.10274139462,306628.8600422565,0.0,830824.2556331679,0.0,151405.9516391225,0.0,348615.3844463829,321896.6870983025,34352.61087610342,0.0,395691.1845358579,0.0,1657831.554502324,211204.9409419692
sample47,27471.42977637969,8682934.05432001,11594415.04937025,15697.95987221696,14191446.28573014,0.0,5886.734952081361,22565.81731631188,3993659.103741197,2912462.117542253,5396.173706074581,9603717.513074733,4415.051214061021,1314213.578052164,331128.8410545766,0.0,20113.01108627798,2879103.952813792,41207.14466456953,1191573.266550469,2943.367476040681,0.0,973273.5120774517,24037.50105433222,0.0,7358.4186901017,103998.9841534374,0.0,135394.9038978713,0.0,23546.93980832545,0.0,236450.520575268,109885.7191055187,0.0,0.0,264903.0728436612,0.0,258525.7766455731,117244.1377956205
sample48,122959.8027633134,18693533.27343886,24334200.37353664,37343.3475058952,51886304.32605686,30967.65402927895,21859.52049125573,62846.12141236023,2766140.155497652,10110028.22720578,7286.506830418575,18298240.27788865,0.0,856164.5525741825,311498.1670003941,0.0,15483.82701463947,881667.3264806475,81062.38848840665,310587.3536465918,2732.440061406966,0.0,1782461.733391144,108386.7891024763,0.0,9108.133538023218,117494.9226404995,0.0,89259.70867262754,0.0,58292.0546433486,0.0,256849.3657722548,58292.05464334861,11840.57359943018,0.0,148462.5766697785,0.0,333357.6874916498,62846.12141236022
sample49,72561.51836955694,13833970.51186308,12608851.19848804,11703.47070476725,15909698.0760606,5149.52711009759,7958.36007924173,17789.27547124622,9616975.947521338,1331386.827374323,0.0,11133745.75085918,0.0,826733.1705847585,315057.4313723344,0.0,12171.60953295794,1007902.897094555,77242.90665146385,564107.2879697816,0.0,0.0,620283.9473526642,127801.9000960584,0.0,4213.249453716209,54772.24289831072,0.0,83796.85024613349,0.0,22002.52492496243,0.0,124993.0671269142,41196.21688078072,5617.66593828828,0.0,277606.3251170791,2340.69414095345,190532.5030736108,32301.57914515761
sample50,42967.12766162238,12260065.6530112,13784055.96225937,3021.126163707824,13068720.42283034,5035.210272846373,4028.168218277099,46995.29587989948,1162126.530972943,1543124.108284984,2349.764793994974,8933805.74676889,0.0,172875.5527010588,106410.7770994867,0.0,8056.336436554197,1538760.259381852,26518.77410365756,15441.31150339554,2685.445478851399,0.0,427321.5118222288,33232.38780078605,0.0,9399.059175979895,29875.58095222182,0.0,39610.32081305813,0.0,55722.99368616653,0.0,39946.00149791456,62436.60738329503,0.0,0.0,40617.36286762741,0.0,361192.4169055131,37596.23670391958
sample61,54155.5603371227,9162535.343524002,6974357.973145667,0.0,24174603.03535371,13172.97413605687,13904.80603250448,2428950.064309597,24960590.49213843,2061570.452292901,0.0,11599535.55869452,5854.655171580832,38787.09051172301,626448.1033591491,0.0,13904.80603250448,292000.926682594,130997.9094641211,9513.814653818852,0.0,2927.327585790416,195399.1163515103,145634.5473930732,0.0,2927.327585790416,168321.3361829489,0.0,1647353.598903557,0.0,35127.93102948499,0.0,322006.0344369458,197594.6120408531,17563.9655147425,0.0,0.0,0.0,279559.7844429847,68060.36636962717
sample62,76505.22615488071,10367874.90743365,11281215.07646784,0.0,33040812.60925971,4722.544824375352,5667.053789250423,80283.26201438098,7982045.262159219,10743789.47545393,10389.59861362577,10421711.91843153,7556.071719000563,17001.16136775127,887838.4269825661,0.0,15112.14343800113,6400937.254958352,316410.5032331486,322077.557022399,0.0,0.0,1267531.030862344,489255.6438052865,0.0,7556.071719000563,448641.7583156584,0.0,376859.0769851531,0.0,44391.92134912831,0.0,555371.2713465415,282408.180497646,0.0,0.0,0.0,0.0,301298.3597951475,99173.44131188239
sample63,107189.6395149195,10947324.48784982,20546855.76927727,8388.754396819788,37745666.45040158,13049.17350616412,23302.09554672163,69906.28664016491,24813003.42197107,2904373.188943385,25166.26319045937,11022823.2774212,0.0,263779.7215888889,408252.713978563,0.0,15845.42497177071,249798.4642608559,451128.5697845308,63381.69988708284,1864.167643737731,0.0,411981.0492660385,301995.1582855124,0.0,0.0,315044.3317916765,0.0,65245.86753082059,0.0,35419.18523101688,0.0,288945.9847793482,135152.1541709855,0.0,0.0,125831.3159522968,0.0,149133.4114990185,89480.04689941107
sample64,64011.39910245966,16524617.11015938,15628457.52272495,4465.911565287883,23467620.95699361,11164.77891321971,9676.141724790414,59545.48753717178,4357985.369126759,2177131.888077844,0.0,9516857.54562848,0.0,66244.3548851036,253812.6406271947,0.0,8931.823130575765,497204.8209353843,49869.34581238136,67732.99207353289,0.0,0.0,101971.6474074067,1633034.995706936,1488.637188429294,0.0,40937.5226818056,0.0,31261.38095701518,0.0,0.0,0.0,100483.0102189774,14142.0532900783,14886.37188429294,0.0,124301.2052338461,0.0,404164.9966585535,30517.06236280054
sample65,59089.64294678632,15967482.16708102,18123258.24178007,7303.214296793816,22137370.39072693,0.0,7967.142869229617,1373004.287797237,1788623.574142049,1634592.145336944,0.0,9577833.585958872,3319.642862179007,7303.214296793816,240342.1432217601,0.0,9958.928586537022,3821572.862940473,179924.6431301022,23901.42860768885,5975.357151922212,0.0,441512.500669808,1050335.001593438,0.0,0.0,99589.28586537023,0.0,61745.35723652953,0.0,49130.71436024931,0.0,131457.8573422887,55770.00008460732,0.0,0.0,0.0,0.0,381095.00057815,45147.14292563449
sample76,94139.00992955762,318540.1382500147,7229000.250869749,24082.07230756125,33370089.74072749,42690.94636340404,15324.9551048117,6507632.721293257,25315731.19349859,9193878.42323668,6567.837902062159,12356292.37307961,0.0,13135.67580412432,593294.6904862818,0.0,17514.23440549909,367798.9225154809,565928.6992276893,0.0,4378.558601374772,0.0,200319.0560128958,510102.077060161,0.0,0.0,581253.654332501,0.0,1286201.589153839,0.0,49258.78426546619,0.0,311972.3003479525,413773.7878299161,0.0,0.0,0.0,0.0,1648527.313417602,70056.93762199636
sample77,69782.27086988279,2056602.020731262,11348177.21938716,15141.43613214438,23791146.10345938,14483.11282205115,15141.43613214438,2810382.210788016,7078950.553432543,1341662.905970011,5266.586480745871,12171081.35700371,8558.20303121204,5266.586480745871,2593135.518457248,0.0,13166.46620186468,4578638.621698442,138906.2184296724,39499.39860559403,4608.263170652637,0.0,106648.3762351039,1009209.634372927,0.0,0.0,308095.3091236334,0.0,167872.4440737746,0.0,51349.21818727224,0.0,210663.4592298349,120473.1657470618,22382.99254316995,26991.25571382259,15799.75944223761,0.0,193547.0531674107,80315.44383137453
sample78,100800.1082816967,1712257.839345088,16110545.30630264,9408.010106291691,46603250.06223777,29568.03176263103,9408.010106291691,1813057.947626784,18978644.38727785,3546819.810071968,0.0,16462673.68456671,0.0,1253953.347024307,379008.4071391796,0.0,0.0,1689409.814801237,439488.4721081977,5376.005775023825,5376.005775023825,0.0,73920.07940657758,307776.3306201139,0.0,0.0,268800.2887511912,0.0,0.0,0.0,116928.1256067682,0.0,201600.2165633934,26880.02887511912,20160.02165633934,29568.03176263103,25536.02743136317,0.0,56448.06063775016,65856.07074404185
sample79,66315.53807369895,2941476.703211281,12867764.98391582,17216.53392297954,24853660.84133235,14028.28690020555,9564.741068321966,6324206.794374484,18394910.02259681,1827503.193454051,0.0,9451877.123715768,7651.792854657572,43360.15950972624,397255.5790376389,0.0,9564.741068321966,432326.2962881527,149847.6100703774,20404.78094575352,3188.247022773989,0.0,54200.1993871578,481425.3004388722,0.0,0.0,332852.9891776044,0.0,64402.58986003456,0.0,31244.82082318508,0.0,161962.9487569186,48461.35474616462,0.0,15303.58570931514,188106.5743436653,0.0,563682.0736264411,67590.83688280855
sample80,99894.90452884595,2012549.34324115,16269550.11759804,29302.50532846148,38984319.47539722,0.0,18647.04884538458,4721699.154063451,18172881.03188765,1987242.634093842,0.0,14944277.71751535,22642.84502653842,47949.55417384605,3176657.964017301,0.0,13319.32060384612,7203088.582559985,582054.3103880758,13319.32060384612,11987.38854346151,0.0,259726.7517749995,1029583.482677306,0.0,0.0,586050.1065692295,0.0,67928.53507961525,0.0,94567.17628730749,0.0,480827.4737988452,59936.94271730757,0.0,0.0,0.0,0.0,165159.575487692,63932.73889846141
sample81,84903.56530943605,9975495.086038817,20027807.68354808,28301.18843647868,30767434.85737181,8086.053838993907,0.0,4185880.53731918,8153437.620985523,8118398.054349883,6738.37819916159,9560410.988970462,0.0,12129.08075849086,447428.3124243296,0.0,24258.16151698172,1070054.45802686,309965.3971614331,16172.10767798781,0.0,0.0,153635.0229408843,495944.635458293,0.0,0.0,132072.2127035672,0.0,29648.86407631099,0.0,0.0,0.0,123986.1588645733,70079.13327128053,0.0,61993.07943228662,0.0,0.0,172502.4818985367,32344.21535597563
sample82,107403.9514081544,15555085.38877607,16905558.023695,37855.49107008721,32254639.11222919,10564.32308932666,10564.32308932666,1824106.453423737,6963649.63638116,2812751.022533224,3521.441029775554,15513708.45667621,5282.161544663332,14085.76411910222,1280924.174580858,0.0,22009.00643609722,6332431.331793891,597764.6148044005,52821.61544663332,7042.882059551109,0.0,96839.62831882774,596003.8942895127,0.0,15846.48463399,1066116.271764549,0.0,15846.48463399,0.0,136455.8399038028,0.0,815213.5983930408,60744.85776362832,0.0,0.0,164627.3681420072,0.0,131173.6783591394,89796.74625927664
sample83,46308.57051597768,22218290.81755984,29469090.32834944,0.0,37991270.59330496,8419.740093814125,12629.61014072119,19058081.70234827,6410228.791423821,2016527.752468483,9823.030109449812,13381773.58910191,14032.90015635687,7016.450078178437,342402.7638151078,0.0,22452.640250171,2276136.405361085,165588.2218450111,4209.870046907063,7016.450078178437,0.0,115069.7812821264,436423.1948626988,0.0,0.0,140329.0015635687,0.0,0.0,0.0,77180.9508599628,0.0,109456.6212195836,14032.90015635687,0.0,0.0,0.0,0.0,70164.50078178437,42098.70046907062
sample84,59680.01046830245,11128264.02094295,20345738.74120249,47332.42209555022,36595165.03974442,23666.21104777511,4115.86279091741,5766323.770075291,13724344.4763141,1311931.264604924,0.0,13653345.84317078,14405.51976821094,13376.55407048158,579307.6878216255,0.0,13376.55407048158,879765.6715585964,239749.0075709392,0.0,10289.65697729353,0.0,84375.1872138069,597829.0703807538,0.0,0.0,438339.3872327042,0.0,7202.759884105468,0.0,73056.56453878403,0.0,83346.22151607757,47332.42209555022,0.0,0.0,80259.32442288949,3086.897093188058,170808.3058230726,67911.73605013726
sample85,158747.3596075979,11100436.11841155,22361779.42445258,29157.67829527308,35657680.7270971,37796.9903827614,4319.656043744159,4981643.332447952,15196549.96189195,2073434.900997197,10799.1401093604,12322898.77879115,0.0,36717.07637182536,2464363.772956043,0.0,241900.7384496729,7909290.216095556,551836.0595883164,2159.82802187208,0.0,10799.1401093604,143628.5634544933,748380.4095786758,0.0,0.0,538877.0914570839,0.0,26997.850273401,0.0,55075.61455773804,0.0,355291.7095979571,37796.9903827614,0.0,0.0,0.0,0.0,64794.84065616239,57235.44257961011
sample96,159734880.6348141,22683605.76708915,51516300.62721644,0.0,43824887.98291246,76052041.66329297,23572.6306962031,1006888.082594961,3933261.807595032,7068421.690190044,0.0,5950405.49145584,0.0,23572.6306962031,191948.564240511,0.0,228991.2696202587,2872493.426265893,336751.8670886158,0.0,37042.70537974773,37042.70537974773,158273.3775316494,138068.2655063324,0.0,0.0,121230.6721519017,0.0,0.0,0.0,3367.518670886157,0.0,191948.564240511,70717.89208860931,0.0,333384.3484177296,0.0,0.0,235726.306962031,205418.6389240556
sample97,59485855.02750023,21093316.07360776,25004767.67032649,50508.67994243708,32591468.50756256,51345044.26030743,19312.14233093182,90618.5140143724,6289816.202243489,7222741.231768501,0.0,5527729.354876717,0.0,525884.4911653743,414468.2854099984,0.0,234716.8067913252,6745879.871135493,1215179.417438633,75763.01991365562,11884.39528057343,35653.18584172029,148554.9410071679,84676.31637408568,0.0,0.0,967092.6659566627,0.0,11884.39528057343,0.0,32682.08702157693,0.0,589763.1157984565,22283.24115107518,0.0,310479.8267049809,0.0,0.0,343161.9137265577,193121.4233093182
sample98,126072139.7671618,27003936.10469533,38385523.40489547,32262.76715017363,42748166.47398005,62632785.29420374,17923.75952787424,10309746.48043326,2760258.967292633,2394614.272923999,0.0,5624475.739846936,10754.25571672454,78864.54192264665,78864.54192264665,0.0,175652.8433731675,2473478.814846645,250932.6333902394,103957.8052616706,32262.76715017363,50186.52667804787,136220.5724118442,78864.54192264666,0.0,0.0,53771.27858362271,0.0,0.0,0.0,10754.25571672454,0.0,229424.1219567903,0.0,0.0,569975.5529864008,0.0,0.0,172068.0914675927,132635.8205062694
sample99,148731596.3513757,12725140.72115038,24332212.48839477,0.0,36086149.24534716,22569832.61189889,9475.160626321953,41591217.56924021,625360.6013372489,8598708.268387172,0.0,3373157.182970616,0.0,23687.90156580488,852764.4563689758,0.0,255829.3369106927,994891.8657638051,142127.4093948293,265304.4975370147,0.0,47375.80313160977,156340.1503343122,194240.7928396001,0.0,14212.74093948293,265304.4975370147,0.0,0.0,0.0,0.0,0.0,663261.2438425368,322155.4612949464,0.0,307942.7203554634,341105.7825475903,0.0,1719741.653677434,217928.6944054049
sample100,46813257.44069744,16518777.98143643,16543192.79848429,22978.65133915692,13669425.21538097,38651527.71817064,10053.15996088115,440902.8725700734,5603918.595336894,5012218.323353603,0.0,2954192.862790362,0.0,0.0,330318.1130003807,0.0,168031.387917585,5499078.498601991,453828.3639483491,145052.7365784281,11489.32566957846,18670.154213065,94786.9367740223,47393.46838701115,0.0,8616.994252183846,202499.3649263203,0.0,0.0,0.0,4308.497126091923,0.0,265690.656109002,44521.13696961653,11489.32566957846,262818.3246916073,0.0,0.0,244148.1704785423,137871.9080349415
sample111,72581199.10962965,14382198.75019144,22254560.17134887,0.0,16886113.18665292,49743186.04989336,0.0,995101.8650339438,24130794.96986586,7013341.862452907,23814.40360764994,978091.5767427653,13608.23063294282,20412.34594941423,166700.8252535496,0.0,370824.2847476919,7654629.731030338,175205.9693991388,141185.3928167818,13608.23063294282,25515.43243676779,146288.4793041353,88453.49911412834,0.0,0.0,64639.09550647841,0.0,0.0,0.0,8505.144145589264,0.0,69742.18199383197,40824.69189882847,0.0,275566.6703170922,0.0,0.0,93556.5856014819,411648.9766465204
sample112,121143842.0258894,12946257.79081666,23317668.76092848,36011.84364622159,34495745.02871567,38597494.02002031,21607.10618773296,2351573.39009827,19208717.4008946,8135075.479681458,0.0,583391.8670687899,0.0,262886.4586174177,604998.9732565227,0.0,363719.6208268381,12996674.37192137,1941038.372531344,187261.5869603523,0.0,0.0,259285.2742527955,226874.614971196,0.0,0.0,842677.1413215853,0.0,0.0,0.0,0.0,0.0,572588.3139749233,86428.42475093182,0.0,334910.1459098608,0.0,0.0,586993.051433412,446546.8612131478
sample113,55072416.06547406,13941899.42317618,14747098.3262759,17538.98600811276,12674309.07077166,36484279.80342146,6377.813093859184,8968799.663239477,7849493.465267192,3471124.776332861,0.0,438474.6502028189,7972.26636732398,803604.4498262572,255112.5237543674,0.0,216845.6451912123,3713481.67389951,679237.0944960031,36672.42528969031,11161.17291425357,25511.25237543674,86100.47676709898,84506.02349363419,0.0,0.0,441663.5567497485,0.0,0.0,0.0,0.0,0.0,200901.1124565643,30294.61219583113,0.0,269462.6032155505,0.0,0.0,223223.4582850715,208873.3788238883
sample114,154349679.5589636,8986963.938841686,21176149.59276401,36300.48907783716,16120010.04263669,26699009.71674923,20743.13661590695,25226247.01701984,640444.3430161271,20400874.86174448,31114.70492386042,492649.49462779,20743.13661590695,28521.81284687205,1462391.13142144,0.0,272253.6680837787,4428659.667496134,570436.2569374411,298182.5888536624,12964.46038494184,57043.62569374411,775274.7310195221,173723.7691582207,0.0,0.0,430420.0847800692,0.0,0.0,0.0,0.0,0.0,469313.4659348947,347447.5383164414,0.0,173723.7691582207,0.0,0.0,2248037.430748916,412269.8402411506
sample115,56329909.77604652,7499284.701153597,17376510.23022335,9745.659130803897,13352771.21659269,29561020.55851091,8527.451739453409,1399720.292661709,13684123.62704002,4253980.210595901,7309.244348102921,233895.8191392935,6091.036956752435,41419.05130591655,81619.89522048263,0.0,230241.196965242,4546349.984520018,154712.3387015118,119384.3243523477,0.0,21927.73304430877,96238.38391668846,56037.5400021224,0.0,0.0,56037.5400021224,0.0,0.0,0.0,3654.622174051461,0.0,45073.67347996801,0.0,17054.90347890682,185167.523485274,0.0,0.0,63346.78435022532,198567.8047901294
sample126,23832827.52703573,8323768.399298063,4504767.762389595,22337.69138375005,11126404.0782459,14529923.65541662,0.0,1329092.637333128,7917967.005826601,5678985.739462057,14147.2045430417,946373.5249582106,11913.4354046667,29783.58851166674,78926.50955591685,0.0,174233.9927932504,3167484.638215757,54355.0490337918,160831.3779630004,4467.53827675001,11913.4354046667,70736.02271520851,33506.53707562508,0.0,0.0,16380.97368141671,0.0,0.0,0.0,0.0,0.0,61056.35644891682,37229.48563958342,0.0,147428.7631327503,218909.3755607505,0.0,52121.2798954168,252415.9126363756
sample127,47718999.11765197,16975663.06000916,5965756.528602347,698258.0055152304,16932168.87448044,32457242.07118018,48196.25963994014,28342927.22386822,1512892.345282999,1169640.935164401,22334.85202826495,758209.4504332048,23510.37055606837,29387.96319508545,164572.5938924786,61126.96344577775,21159.33350046153,6761582.571925261,224524.0388104529,129307.038058376,32914.51877849571,12930.7038058376,49371.77816774356,70531.11166820509,10579.66675023076,5877.592639017092,250385.4464221281,116376.3342525384,17632.77791705127,11755.18527803418,41143.14847311964,0.0,41143.14847311964,27036.92613947862,23510.37055606837,205715.7423655982,39967.62994531622,24685.88908387178,49371.77816774357,94041.48222427347
sample128,53186945.00638921,18926750.343771,7203965.427302079,532170.2419397713,12290818.80514811,20547555.7980267,45118.78138185017,10910646.85159562,9049207.89663672,2380883.386765324,77511.752630358,80982.42812126955,17353.37745455776,96022.02191521961,39334.32223033092,61315.26700610408,61315.26700610408,2452610.680244164,59001.48334549638,72884.1853091426,39334.32223033092,15039.59379395006,75197.96896975029,38177.43040002707,0.0,0.0,84453.1036121811,104120.2647273466,41648.10589093863,67099.72615762334,31236.07941820397,0.0,41648.10589093863,46275.67321215403,11568.91830303851,371362.2775275361,62472.15883640794,20824.05294546931,79825.53629096571,214024.9886062124
sample129,53654488.35975061,16449163.87768533,5150961.165355192,362109.6002425633,7450069.73832385,11027099.49310092,28738.8571621082,15296735.7054848,419587.3145667798,11137265.11222233,68973.25718905969,582440.8384853929,24907.00954049377,82384.72386471018,639918.5528096092,47898.09527018033,45024.20955396951,3621096.002425633,248112.1334995341,724219.2004851268,43108.28574316231,25864.97144589738,111123.5810268184,24907.00954049377,0.0,0.0,414797.5050397617,79510.83814849936,58435.67622962001,50771.98098639116,52687.90479719837,0.0,211709.5810941971,639918.5528096093,19159.23810807214,307505.7716345578,42150.3238377587,22991.08572968656,311337.6192561722,120703.2000808544
sample130,20720122.07527268,13106798.97009352,4349097.091288322,244897.057555968,6904266.017040499,19870077.52222329,21972.07245361956,10336486.83489965,1166350.846079638,538315.7751136792,23803.07849142119,201410.6641581793,8697.278679557743,6866.272641756113,47148.40547339198,21514.32094416915,22887.57547252038,2090093.392150561,37993.37528438382,52183.67207734645,8697.278679557743,4577.515094504075,22887.57547252038,2746.509056702445,1831.00603780163,6408.521132305706,35246.86622768138,51268.16905844564,6866.272641756113,11901.5392457106,14648.04830241304,0.0,16021.30283076426,10528.28471735937,10986.03622680978,285636.9418970543,6408.521132305706,7781.775660656927,12359.290755161,29296.09660482608
