,NCBIID,EC,Forward,Reverse
46360,2282523,5.1.3.13,231578.9474,231578.9474
46361,2282523,1.1.1.133,1124.137931,1124.137931
46362,2282523,4.2.1.46,2689655.172,2689655.172
46363,2282523,2.7.1.130,7943913.043,2041452.514
46364,2282523,1.6.1.1,308.3978559,242.3022929
46365,2282523,1.11.1.7,421.0526316,728.1001138
46366,2282523,1.1.1.103,1301.689498,1301.689498
46367,2282523,4.3.1.19,43.36033951,43.36033951
46368,2282523,2.2.1.1,0.17804878,0.17804878
46369,2282523,2.7.1.145,2007142.857,1405000
46370,2282523,2.7.1.21,10870.52632,45393.40659
46371,2282523,2.1.1.45,63861.38614,82692.30769
46372,2282523,3.5.99.2,12519000,12519000
46373,2282523,1.8.1.9,2614.655177,2872.159091
46374,2282523,3.1.3.12,4961.888112,4961.888112
46375,2282523,2.4.1.15,9908.256881,10485.43689
46376,2282523,2.4.1.64,1675.685185,1533.677966
46377,2282523,4.2.1.20,9648.260382,41329.80769
46378,2282523,1.1.1.60,374.4855967,374.4855967
46379,2282523,4.1.1.25,403.704552,921.6601307
46380,2282523,2.3.1.191,11960.33333,7322.653061
46381,2282523,5.1.3.14,561808.5106,561808.5106
46382,2282523,3.2.1.183,10000,10000
46383,2282523,5.1.3.7,874.5057471,1624.46888
46384,2282523,2.3.1.129,2950.152594,2950.152594
46385,2282523,2.5.1.7,9433.473684,9433.473684
46386,2282523,2.7.7.23,146.1111111,890.5191874
46387,2282523,2.4.1.227,63333.33333,60946.27105
46388,2282523,6.3.2.9,156610,156610
46389,2282523,6.3.2.8,3524.590164,3524.590164
46390,2282523,3.6.1.27,3333.333333,625
46391,2282523,2.5.1.31,9090909.091,166666.6667
46392,2282523,5.1.3.2,4284.949116,161.2903226
46393,2282523,1.1.1.22,1639.165111,1639.165111
46394,2282523,3.5.1.108,178947.3684,178947.3684
46395,2282523,3.6.1.17,11254.28571,11254.28571
46396,2282523,4.2.1.75,55.78,55.78
46397,2282523,4.1.1.37,380952.381,380952.381
46398,2282523,2.4.2.9,16387.63636,1846210.569
46399,2282523,3.5.1.5,1166.936791,1166.936791
46400,2282523,2.7.1.213,137.0225225,134.5973451
46401,2282523,3.6.1.45,855.7535211,855.7535211
46402,2282523,5.3.1.5,1048.170213,1911.680248
46403,2282523,4.2.1.70,8353333.333,8353333.333
46404,2282523,1.11.1.6,0.119842887,0.119842887
46405,2282523,4.3.1.17,106.0306122,106.0306122
46406,2282523,6.2.1.17,61434.78261,13083.33333
46407,2282523,2.7.1.113,42373.68421,42373.68421
46408,2282523,5.4.2.7,359.5428096,359.5428096
46409,2282523,6.3.2.5,48452.55199,48544.31818
46410,2282523,3.5.4.15,25670.27952,38071.06599
46411,378210,3.5.4.22,40900,40900
46412,378210,1.1.1.86,212765957.4,2999727.298
46413,378210,5.3.2.6,2.93625,195.75
46414,378210,2.3.1.180,15546.21849,15546.21849
46415,378210,4.2.1.59,1093708,1093708
46416,378210,4.1.1.28,28580,28580
46417,378210,2.3.3.13,38739.16084,4261.307692
46418,378210,1.1.1.100,105.9036145,105.9036145
46419,378210,2.3.1.41,1214545.455,1214545.455
46420,378210,3.1.3.1,399.0567951,633.2671674
46421,378210,3.1.3.2,1555.555556,1555.555556
46422,378210,4.1.1.21,264.5461538,223.3181818
46423,378210,2.3.1.101,13.17689531,13.17689531
46424,378210,2.3.2.2,111293.6937,111293.6937
46425,378210,5.3.1.13,559.3869732,840.0460299
46426,378210,1.2.1.3,2176.591376,2176.591376
46427,378210,6.2.1.16,11237.48056,11237.48056
46428,378210,6.2.1.20,4449437.5,4449437.5
46429,378210,2.8.3.8,189.0551724,189.0551724
46430,378210,2.3.1.9,0.008305,0.008305
46431,378210,2.3.1.16,29945.71429,5175.802469
46432,378210,1.2.1.10,6690.144928,8194.43787
46433,378210,2.7.1.156,89457.01357,89457.01357
46434,378210,6.2.1.13,902.2573529,507.053719
46435,378210,2.7.8.33,27772.5,27772.5
46436,378210,2.7.2.8,1031.518625,1031.518625
46437,378210,2.3.1.1,11807.50469,11807.50469
46438,378210,2.2.1.6,7894.736842,6908.462867
46439,378210,2.7.2.1,376.4445955,139.8800126
46440,378210,2.5.1.56,46565.66265,46565.66265
46441,378210,1.3.8.1,68856.87574,55491.09589
46442,378210,2.3.1.38,3136363.638,3179.723499
46443,378210,2.6.1.11,36852.32068,36852.32068
46444,378210,2.7.8.7,18470,100653.951
46445,378210,6.2.1.17,39639.42857,39639.42857
46446,378210,2.7.1.74,1.130227301,1.130227301
46447,378210,2.6.1.85,61409638.55,61409638.55
46448,378210,2.7.4.3,93.84615385,93.84615385
46449,378210,4.6.1.1,65.59766764,65.59766764
46450,378210,3.2.2.8,2337662.338,2823.529412
46451,378210,2.4.2.7,4287.245445,4287.245445
46452,378210,2.7.1.25,1244.180475,1244.180475
46453,378210,4.3.2.2,783613.4454,797008.547
46454,378210,6.3.4.4,85790.88472,104347.8261
46455,378210,3.3.1.1,236052.6316,236052.6316
46456,378210,3.2.2.9,161904761.9,161904761.9
46457,378210,1.8.1.4,666.9473684,500.1282684
46458,378210,6.3.2.4,4437.837838,5331.168831
46459,378210,3.4.11.23,417.918552,417.918552
46460,378210,5.1.1.1,853.7845052,6907.780984
46461,378210,2.6.1.62,167265.0177,260804.4077
46462,378210,3.5.1.4,45305.16432,45305.16432
46463,378210,3.4.11.1,271.3164666,271.3164666
46464,378210,4.1.3.27,30909.18919,30909.18919
46465,378210,2.3.1.47,41645000,41645000
46466,378210,3.6.1.41,132,132
46467,378210,1.8.4.8,10275.28571,10275.28571
46468,378210,4.1.1.19,29871.79487,199023.795
46469,378210,4.3.2.1,2267.6082,2267.6082
46470,378210,1.2.1.11,727.6,285842.8571
46471,378210,6.3.5.4,58293.95349,62045.54455
46472,378210,4.1.1.11,24561.40351,24561.40351
46473,378210,2.1.3.2,154.676259,154.676259
46474,378210,1.4.3.16,274611.8721,320746.6667
46475,378210,4.3.1.1,64115.97633,64115.97633
46476,378210,2.6.1.1,2048.499184,187.4139964
46477,378210,2.4.2.17,103333.3333,103333.3333
46478,378210,3.1.3.7,5640,5640
46479,378210,2.8.1.6,984000000,984000000
46480,378210,2.5.1.17,666666.6667,857142.8571
46481,378210,6.3.5.5,89733.8403,786666.6667
46482,378210,5.4.99.5,1289.631902,0.446590185
46483,378210,4.2.3.5,5036144.578,5036144.578
46484,378210,4.1.3.40,13134.28571,13134.28571
46485,378210,2.7.7.43,2828.75,2828.75
46486,378210,1.3.3.3,17600000,17600000
46487,378210,6.3.4.2,8740.57971,11598.07692
46488,378210,1.9.3.1,11125,11125
46489,378210,2.5.1.47,59.31212382,47.053206
46490,378210,2.7.4.14,184.7196653,53.83902439
46491,378210,2.7.1.145,1338095.238,1405000
46492,378210,2.7.1.107,495885,495885
46493,378210,4.1.1.20,1328.881818,1328.881818
46494,378210,5.1.1.7,450.3311258,450.3311258
46495,378210,2.7.7.41,28811.65919,28811.65919
46496,378210,6.3.3.3,559227.7988,26822.22222
46497,378210,3.5.4.13,17136.29032,17136.29032
46498,378210,4.2.1.9,148555,148555
46499,378210,1.5.1.3,115.4192496,117.5282392
46500,378210,4.1.2.25,271554650.4,16000000000
46501,378210,1.3.5.2,7204.301075,7204.301075
46502,378210,3.5.2.3,8824.318182,2876.074074
46503,378210,2.5.1.15,284183.4862,313363.6823
46504,378210,4.2.3.4,4480.432432,4480.432432
46505,378210,4.2.1.10,1290.539542,1290.539542
46506,378210,2.5.1.1,89818.18182,988000
46507,378210,1.1.1.169,2257.866667,2257.866667
46508,378210,1.1.1.267,1172.648649,1172.648649
46509,378210,1.2.1.72,9933.2,9933.2
46510,378210,1.3.1.9,9801.805556,9801.805556
46511,378210,4.2.1.17,290.885632,290.885632
46512,378210,4.2.1.11,891.8406072,3038.138332
46513,378210,4.3.1.7,51384.61538,51384.61538
46514,378210,4.1.2.22,6738.772398,6738.772398
46515,378210,6.2.1.3,4000000,4000000
46516,378210,4.1.2.13,18095.2381,18095.2381
46517,378210,3.5.3.8,419.45,419.45
46518,378210,2.7.7.2,443223.8806,494933333.3
46519,378210,6.3.2.17,37647.05882,34594.59459
46520,378210,1.18.1.2,186666.6667,1142.857143
46521,378210,2.5.1.29,251600,251600
46522,378210,6.3.3.2,27848.10127,27672.95597
46523,378210,4.2.1.2,920.7416667,998.6352133
46524,378210,2.3.1.157,46.88995215,52.80172414
46525,378210,5.4.3.8,153191.4894,153191.4894
46526,378210,2.3.1.15,4520090.909,4865068.493
46527,378210,5.3.1.9,31.61290323,31.61290323
46528,378210,2.7.7.9,924.992785,1631.094148
46529,378210,1.2.1.12,8159.934721,45977.01149
46530,378210,2.1.2.2,1595.945946,1595.945946
46531,378210,1.4.4.2,10205.47945,10205.47945
46532,378210,2.1.2.10,4223.300971,4223.300971
46533,378210,2.6.1.16,44159.35484,6977.268094
46534,378210,2.1.2.1,58125,29062.5
46535,378210,2.7.4.8,112.2583732,112.2583732
46536,378210,6.3.1.2,2074.08,2074.08
46537,378210,4.1.1.15,10081.43177,10081.43177
46538,378210,1.4.1.4,1420.497076,1420.497076
46539,378210,1.4.1.13,5971.479501,5971.479501
46540,378210,5.1.1.3,2020000,2020000
46541,378210,1.2.1.70,344457.1429,344457.1429
46542,378210,6.1.1.17,8740.15748,17343.75
46543,378210,2.3.3.9,1650.943396,1650.943396
46544,378210,1.1.1.79,258.5489766,258.5489766
46545,378210,1.1.3.15,576025,576025
46546,378210,1.1.1.81,839.1340451,839.1340451
46547,378210,2.7.1.30,21.25923077,21.25923077
46548,378210,3.4.11.2,19387.7551,19387.7551
46549,378210,3.1.2.6,536.490566,536.490566
46550,378210,3.4.13.18,4.258726641,4.258726641
46551,378210,4.2.1.47,100479.5,100479.5
46552,378210,6.3.5.2,7334.875,7334.875
46553,378210,3.1.4.2,318.1818182,318.1818182
46554,378210,3.1.4.46,9716.071429,9716.071429
46555,378210,1.11.1.9,865.7342657,865.7342657
46556,378210,6.3.2.3,10068.34734,10068.34734
46557,378210,3.5.4.16,620.0848438,620.0848438
46558,378210,3.5.4.25,308411.215,308411.215
46559,378210,4.2.1.1,1.530054645,1.530054645
46560,378210,1.1.1.35,0.66432967,0.66432967
46561,378210,2.5.1.90,12806181.82,12806181.82
46562,378210,1.1.1.31,4094.089623,769.01566
46563,378210,1.1.1.23,23654.12371,13905.75758
46564,378210,3.1.3.15,14.11560284,14.11560284
46565,378210,2.5.1.61,160000,160000
46566,378210,4.1.3.4,2876.106195,2876.106195
46567,378210,2.7.1.49,74418.60465,81012.65823
46568,378210,4.1.3.39,86553.75,72887.36842
46569,378210,2.7.6.3,283788.2353,283788.2353
46570,378210,1.1.1.3,46782.15223,46782.15223
46571,378210,2.3.1.31,793.4782609,2354.83871
46572,378210,2.7.1.39,4890.10989,13484.84848
46573,378210,2.3.1.46,5177.826087,6831.166348
46574,378210,2.6.1.9,906876.9238,906876.9238
46575,378210,2.4.2.8,5352.112676,5629.62963
46576,378210,1.12.99.6,258.3333333,258.3333333
46577,378210,1.1.1.41,1754.468665,1402.810458
46578,378210,1.1.1.42,9740.106383,108737.5297
46579,378210,3.3.2.1,3310,2030.674847
46580,378210,4.1.3.1,1819.672131,1819.672131
46581,378210,4.2.1.19,570,570
46582,378210,4.1.1.48,10975.60976,13235.29412
46583,378210,2.6.1.42,760.4166667,2654.545455
46584,378210,1.1.1.205,13493.9759,13493.9759
46585,378210,1.1.1.85,1141.73913,1141.73913
46586,378210,4.2.1.33,20151.25,20151.25
46587,378210,2.7.7.38,1831.395349,1831.395349
46588,378210,3.1.3.45,48519.35081,48519.35081
46589,378210,2.5.1.55,15090.59406,24192.85714
46590,378210,2.6.1.57,129,300
46591,378210,1.2.1.22,60.28782575,4234.972678
46592,378210,4.4.1.5,89.54,89.54
46593,378210,1.2.4.1,40634.44109,40634.44109
46594,378210,4.1.1.18,555.0546448,555.0546448
46595,378210,1.1.2.3,1046.428571,623.4042553
46596,378210,2.3.3.5,5233.090909,8532.213439
46597,378210,2.3.1.85,220059880.2,3062500
46598,378210,2.8.1.2,1904,1904
46599,378210,1.1.1.299,1176.024279,1176.024279
46600,378210,2.7.7.60,4814.579439,3844.477612
46601,378210,2.5.1.6,484782.6087,78604159323
46602,378210,1.5.1.20,17142.85714,17142.85714
46603,378210,2.1.1.13,5136986.301,5136986.301
46604,378210,1.8.4.13,1609706.25,1609706.25
46605,378210,1.8.4.14,2534.697674,2534.697674
46606,378210,3.1.3.25,4692.307692,6931.818182
46607,378210,5.1.99.1,132.0833333,132.0833333
46608,378210,1.2.1.27,137058.9744,137058.9744
46609,378210,2.1.2.11,37399.74457,37471.52911
46610,378210,2.4.2.28,16267.40741,16267.40741
46611,378210,3.5.4.9,580.6792453,580.6792453
46612,378210,1.5.1.5,248.0963855,248.0963855
46613,378210,5.4.99.16,1994.545455,1994.545455
46614,378210,2.7.1.23,1946.033654,1946.033654
46615,378210,6.3.1.5,144910,144910
46616,378210,6.3.5.1,210781.5771,210781.5771
46617,378210,2.7.4.6,986.8421053,986.8421053
46618,378210,2.4.2.21,2615.214286,2615.214286
46619,378210,2.4.2.19,1698412.698,1621212.121
46620,378210,1.14.12.17,343.1570881,343.1570881
46621,378210,4.1.3.36,1428571.429,1428571.429
46622,378210,3.1.3.5,5826.893354,3831.300813
46623,378210,3.1.5.1,14.84575,14.84575
46624,378210,1.7.1.1,39534.88372,39534.88372
46625,378210,1.7.1.3,474.4186047,244.8979592
46626,378210,1.7.1.4,2226.153846,2226.153846
46627,378210,2.3.3.1,26381.86813,26381.86813
46628,378210,2.1.3.3,20131.09095,20131.09095
46629,378210,2.6.1.52,22733.14286,345939.1304
46630,378210,4.1.1.23,2882.562278,2882.562278
46631,378210,4.1.1.17,12217.84615,12217.84615
46632,378210,2.4.2.10,11781,47124
46633,378210,1.5.1.2,592.9166667,837.0588235
46634,378210,6.3.2.1,46428.57143,46428.57143
46635,378210,2.7.8.13,6661.312504,1544652.174
46636,378210,2.3.1.12,560242.997,560242.997
46637,378210,1.4.3.5,466666.6667,848.4848485
46638,378210,4.1.1.32,10154.28571,10154.28571
46639,378210,2.7.1.11,7738.095238,768.8172043
46640,378210,5.4.2.10,3432144.587,9204.1357
46641,378210,1.1.1.95,188341.8182,246638.0952
46642,378210,3.1.3.18,291.3776596,291.3776596
46643,378210,5.4.2.1,548.2156863,548.2156863
46644,378210,5.4.2.2,4623.58403,4623.58403
46645,378210,3.1.3.27,1208.333333,1208.333333
46646,378210,3.1.1.85,4631.967213,4631.967213
46647,378210,2.7.4.7,458800,409904.2757
46648,378210,2.7.1.33,32850.67873,36666.66667
46649,378210,3.6.1.1,27.11333333,27.11333333
46650,378210,3.6.1.25,904.7619048,904.7619048
46651,378210,4.2.1.24,9870.559006,9870.559006
46652,378210,4.1.1.36,52125.60002,52125.60002
46653,378210,3.1.7.2,30936.48393,30936.48393
46654,378210,1.3.1.12,5839.097222,5839.097222
46655,378210,1.3.1.13,4173.366667,4173.366667
46656,378210,4.2.1.51,2589.845017,2589.845017
46657,378210,2.7.9.2,269.6551724,32857.14286
46658,378210,5.3.1.24,1189.873418,1189.873418
46659,378210,1.11.1.21,2424.242424,2500
46660,378210,6.3.5.3,2828360,2828360
46661,378210,5.3.1.16,2854.166667,2854.166667
46662,378210,2.7.6.1,193181.8182,3136.531365
46663,378210,2.5.1.19,1353.771429,1353.771429
46664,378210,3.1.3.3,24505.59441,24505.59441
46665,378210,2.3.1.8,41444.08602,41444.08602
46666,378210,2.7.1.40,99.5951417,99.5951417
46667,378210,2.7.1.26,33043.94619,33043.94619
46668,378210,2.5.1.9,8403361.345,522388.0597
46669,378210,4.1.2.19,2219.321149,9340.659341
46670,378210,1.17.4.1,9858.287123,9858.287123
46671,378210,5.1.3.1,141.1297297,141.1297297
46672,378210,5.3.1.6,865.3846154,865.3846154
46673,378210,2.7.7.4,1910.172414,312.9661017
46674,378210,1.5.3.1,10189.57346,7226.890756
46675,378210,3.5.1.18,154.7587498,154.7587498
46676,378210,2.6.1.17,1637.125,1637.125
46677,378210,2.7.9.3,8156034.483,8156034.483
46678,378210,2.3.1.30,156.7096019,60.83181818
46679,378210,2.1.1.107,1131.578947,1131.578947
46680,378210,1.1.1.25,124.2760562,124.2760562
46681,378210,2.7.1.71,541.6,541.6
46682,378210,2.5.1.16,239553.5714,239553.5714
46683,378210,3.1.6.2,12037.03704,12037.03704
46684,378210,6.2.1.5,728.9404642,6814.90566
46685,378210,1.8.2.2,14.34782609,14.34782609
46686,378210,2.2.1.2,5600,16279.06977
46687,378210,5.1.3.13,231578.9474,231578.9474
46688,378210,1.1.1.133,1124.137931,1124.137931
46689,378210,4.2.1.46,2689655.172,2689655.172
46690,378210,2.7.1.130,7943913.043,2041452.514
46691,378210,1.6.1.1,308.3978559,242.3022929
46692,378210,1.11.1.7,7865.940594,7865.940594
46693,378210,4.3.1.19,43.36033951,43.36033951
46694,378210,2.2.1.1,0.17804878,0.17804878
46695,378210,2.7.1.21,10870.52632,45393.40659
46696,378210,2.1.1.45,63861.38614,82692.30769
46697,378210,1.8.1.9,2614.655177,2872.159091
46698,378210,4.2.1.20,9648.260382,41329.80769
46699,378210,1.1.1.60,374.4855967,374.4855967
46700,378210,4.1.1.25,403.704552,921.6601307
46701,378210,2.3.1.191,11960.33333,7322.653061
46702,378210,5.1.3.14,8878.93617,802.5192308
46703,378210,3.2.1.183,10000,10000
46704,378210,5.1.3.7,874.5057471,1624.46888
46705,378210,2.3.1.129,2950.152594,2950.152594
46706,378210,2.5.1.7,9433.473684,9433.473684
46707,378210,2.7.7.23,146.1111111,890.5191874
46708,378210,2.4.1.227,63333.33333,60946.27105
46709,378210,6.3.2.9,156610,156610
46710,378210,6.3.2.8,3524.590164,3524.590164
46711,378210,3.6.1.27,3333.333333,625
46712,378210,2.5.1.31,9090909.091,166666.6667
46713,378210,5.1.3.2,4284.949116,161.2903226
46714,378210,1.1.1.22,332857.1429,332857.1429
46715,378210,3.5.1.108,178947.3684,178947.3684
46716,378210,4.2.1.75,55.78,55.78
46717,378210,4.1.1.37,380952.381,380952.381
46718,378210,2.4.2.9,16387.63636,1846210.569
46719,378210,3.5.1.5,1166.936791,1166.936791
46720,378210,2.7.1.213,137.0225225,134.5973451
46721,378210,3.6.1.45,855.7535211,855.7535211
46722,378210,5.3.1.5,1048.170213,1911.680248
46723,378210,4.2.1.70,8353333.333,8353333.333
46724,378210,1.11.1.6,9.457857143,8827333.333
46725,378210,2.7.1.113,42373.68421,42373.68421
46726,378210,6.3.2.5,48452.55199,48544.31818
46727,378210,3.5.4.15,25670.27952,38071.06599
46728,378210,1.3.8.7,12394.05762,5641.666667
46729,378210,1.3.8.8,102994.012,102994.012
46730,378210,3.6.1.7,111.9565217,111.9565217
46731,378210,4.1.1.50,14785,14785
46732,378210,6.3.4.15,123859.6491,130740.7407
46733,378210,4.4.1.1,7826.274745,54360
46734,378210,4.3.3.7,667.987152,667.987152
46735,378210,5.1.3.3,3.921344958,3.921344958
46736,378210,4.2.1.18,480,738.4615385
46737,378210,2.7.7.14,38281.73913,38281.73913
46738,378210,3.1.1.32,43.55714286,43.55714286
46739,378210,3.1.1.4,461.5384615,461.5384615
46740,378210,3.6.1.17,11254.28571,11254.28571
46741,33882,3.5.4.22,40900,40900
46742,33882,1.1.1.86,33753.48837,33753.48837
46743,33882,1.2.1.3,15942.25806,15942.25806
46744,33882,1.1.1.27,1072.707692,5363.538462
46745,33882,2.3.1.180,323533.3333,323533.3333
46746,33882,1.1.1.1,223.3502538,223.3502538
46747,33882,4.2.1.59,1093708,1093708
46748,33882,2.3.3.13,47619.04762,39024.39024
46749,33882,2.3.1.41,861570.4915,547456.25
46750,33882,4.2.3.1,5112.60274,5112.60274
46751,33882,3.1.3.1,129.3532338,129.3532338
46752,33882,3.1.3.2,12611.60714,12111.46838
46753,33882,4.1.1.21,264.5461538,223.3181818
46754,33882,6.2.1.16,11237.48056,11237.48056
46755,33882,6.2.1.20,4449437.5,4449437.5
46756,33882,2.3.1.9,5138.121547,5138.121547
46757,33882,2.3.1.16,29945.71429,5175.802469
46758,33882,2.7.1.156,89457.01357,89457.01357
46759,33882,6.2.1.13,971.1797753,1035.149701
46760,33882,2.7.8.33,27772.5,27772.5
46761,33882,2.7.2.8,1031.518625,1031.518625
46762,33882,2.3.1.1,11807.50469,11807.50469
46763,33882,2.2.1.6,401963.5258,401963.5258
46764,33882,2.7.2.1,238.8059701,107.2925398
46765,33882,2.5.1.56,10276.8407,10276.8407
46766,33882,1.3.8.1,2701.821429,2701.821429
46767,33882,1.3.8.7,12394.05762,5641.666667
46768,33882,1.3.8.8,102994.012,102994.012
46769,33882,2.3.1.38,3136363.638,3179.723499
46770,33882,3.5.1.14,9.204726891,9.204726891
46771,33882,3.5.1.16,19.25925926,32.5
46772,33882,2.6.1.11,36852.32068,36852.32068
46773,33882,2.7.8.7,36470.58824,36470.58824
46774,33882,3.5.4.4,10017.3913,10017.3913
46775,33882,2.7.1.74,1.130227301,1.130227301
46776,33882,2.6.1.85,351615,351615
46777,33882,2.7.4.3,278296.1539,278296.1539
46778,33882,4.6.1.1,27544.91018,27544.91018
46779,33882,3.6.1.13,163.0364059,163.0364059
46780,33882,2.4.2.7,4287.245445,4287.245445
46781,33882,4.3.2.2,73721.42857,73721.42857
46782,33882,3.2.2.9,2810309.278,2810309.278
46783,33882,3.2.1.52,442.5697674,442.5697674
46784,33882,1.8.1.4,931.8181818,931.8181818
46785,33882,3.4.11.23,417.918552,417.918552
46786,33882,1.4.1.1,5198.4,56.17867435
46787,33882,5.1.1.1,744.5454545,692.1126763
46788,33882,3.5.1.54,3516.868132,3516.868132
46789,33882,3.4.11.1,85543.65079,85543.65079
46790,33882,4.1.3.27,115789.4737,115789.4737
46791,33882,3.2.1.55,116386.0465,116386.0465
46792,33882,5.3.1.4,285.2178533,222.0852296
46793,33882,3.5.3.1,10.811,10.811
46794,33882,4.3.2.1,2267.6082,2267.6082
46795,33882,1.2.1.11,4421.083628,4421.083628
46796,33882,4.1.1.11,61538.46154,61538.46154
46797,33882,2.1.3.2,154.676259,154.676259
46798,33882,1.4.3.16,323550,171291.1765
46799,33882,4.3.1.1,2717.368421,580.1123596
46800,33882,2.6.1.1,1723.438596,2728.777778
46801,33882,2.4.2.17,36000,36000
46802,33882,6.3.4.15,1654176.471,1654176.471
46803,33882,3.2.1.21,14234.87544,14234.87544
46804,33882,3.1.3.7,94269.35484,94269.35484
46805,33882,2.5.1.17,2916266.667,3313939.394
46806,33882,6.3.5.5,89733.8403,786666.6667
46807,33882,4.2.3.5,5036144.578,5036144.578
46808,33882,2.7.7.43,9318.996416,11555.55556
46809,33882,6.3.4.2,5415.744681,5415.744681
46810,33882,1.9.3.1,2593.192869,2593.192869
46811,33882,2.5.1.47,3000,5660.377358
46812,33882,4.4.1.8,175.1252688,175.1252688
46813,33882,2.7.4.14,184.7196653,53.83902439
46814,33882,4.2.1.41,13169.23077,13169.23077
46815,33882,4.1.1.20,22471.91011,22471.91011
46816,33882,5.1.1.7,11879200,11879200
46817,33882,1.4.1.16,1273.773066,7780.095923
46818,33882,2.7.7.41,28811.65919,28811.65919
46819,33882,4.2.1.9,148555,148555
46820,33882,2.7.1.29,13752.14724,12051.6129
46821,33882,4.3.3.7,342.7230047,342.7230047
46822,33882,1.5.1.3,4255.865273,2155.470588
46823,33882,4.1.2.25,3071296.296,2909649.123
46824,33882,1.3.5.2,813.1367925,813.1367925
46825,33882,3.5.2.3,27155.55556,21203.65297
46826,33882,2.5.1.15,76698.68421,76698.68421
46827,33882,4.2.3.4,4480.432432,4480.432432
46828,33882,4.2.1.10,88.29908366,88.29908366
46829,33882,2.5.1.1,89818.18182,988000
46830,33882,3.5.3.18,53095.65217,53095.65217
46831,33882,2.7.1.24,1038813.953,1351558.245
46832,33882,1.1.1.169,2011.987952,1999.94012
46833,33882,4.1.2.4,1858.333333,3478.939158
46834,33882,2.7.1.145,1405000,1405000
46835,33882,2.4.2.1,2536.600719,2550.361664
46836,33882,1.1.1.267,11073.12661,45108.42105
46837,33882,1.1.2.4,114.2857143,114.2857143
46838,33882,1.2.1.72,360750,360750
46839,33882,1.3.1.10,230.4147465,1666.666667
46840,33882,4.2.1.17,290.885632,290.885632
46841,33882,4.2.1.11,1726.843444,1726.843444
46842,33882,4.3.1.7,51384.61538,51384.61538
46843,33882,6.2.1.3,4000000,4000000
46844,33882,4.1.2.13,1761.904762,23717.94872
46845,33882,3.1.3.11,11093.75,11093.75
46846,33882,3.5.3.8,419.45,419.45
46847,33882,2.7.1.52,2098.501071,2098.501071
46848,33882,2.7.7.2,443223.8806,494933333.3
46849,33882,6.3.2.17,37647.05882,34594.59459
46850,33882,1.18.1.2,1686.340641,2762.430939
46851,33882,2.5.1.29,251600,251600
46852,33882,6.3.3.2,27848.10127,27672.95597
46853,33882,4.2.1.2,183.5205993,183.5205993
46854,33882,2.3.1.157,655.9961198,655.9961198
46855,33882,2.7.7.24,16551.72414,16551.72414
46856,33882,5.4.3.8,153191.4894,153191.4894
46857,33882,2.3.1.15,4520090.909,4865068.493
46858,33882,1.1.1.49,146.478027,109.2461538
46859,33882,3.5.99.6,963.9642857,963.9642857
46860,33882,1.1.1.363,146.5437416,139.4135723
46861,33882,5.3.1.9,47846.66667,47846.66667
46862,33882,5.3.1.26,106250,106250
46863,33882,4.2.1.42,7269180.328,7269180.328
46864,33882,2.7.1.6,308.2191781,308.2191781
46865,33882,3.2.1.22,1729.95842,1729.95842
46866,33882,2.7.7.9,460.5509531,460.5509531
46867,33882,1.2.1.12,10196.88826,8582.380952
46868,33882,1.2.1.13,690.0437956,439.7023256
46869,33882,1.2.1.59,5562.654321,10054.67225
46870,33882,2.1.2.2,1595.945946,1595.945946
46871,33882,2.1.2.10,4223.300971,4223.300971
46872,33882,2.6.1.16,44159.35484,6977.268094
46873,33882,2.3.2.2,1015.462728,1015.462728
46874,33882,2.1.2.1,32926.82927,32926.82927
46875,33882,4.2.1.39,3901.734098,4326.923077
46876,33882,4.2.1.40,5946.791862,5946.791862
46877,33882,2.7.7.27,1778.846154,1778.846154
46878,33882,6.3.1.2,20381.92308,20381.92308
46879,33882,1.4.1.13,5971.479501,5971.479501
46880,33882,5.1.1.3,3287.420635,182.9571555
46881,33882,1.3.8.6,6968.75,6968.75
46882,33882,1.2.1.70,344457.1429,344457.1429
46883,33882,6.1.1.17,1114440,1114440
46884,33882,2.3.3.9,3487.021739,3487.021739
46885,33882,2.7.1.30,21.25923077,21.25923077
46886,33882,3.4.11.2,4749.65,4749.65
46887,33882,3.4.13.18,4.258726641,4.258726641
46888,33882,6.3.5.2,40376.56904,40376.56904
46889,33882,1.1.1.351,163.0769231,163.0769231
46890,33882,2.7.1.12,4446.808511,4446.808511
46891,33882,3.1.4.2,318.1818182,318.1818182
46892,33882,3.1.4.46,9716.071429,9716.071429
46893,33882,1.11.1.9,865.7342657,865.7342657
46894,33882,3.5.4.25,570.6260163,570.6260163
46895,33882,3.5.4.3,20000,20000
46896,33882,1.1.1.35,162582.0106,7682000
46897,33882,2.5.1.90,6771600,10260000
46898,33882,2.7.1.1,312.1069182,312.1069182
46899,33882,1.1.1.31,2165.562914,2165.562914
46900,33882,1.1.1.23,38297.76675,38297.76675
46901,33882,3.1.3.15,98924.73118,98924.73118
46902,33882,2.5.1.61,160000,160000
46903,33882,2.7.6.3,283788.2353,283788.2353
46904,33882,1.1.1.3,46782.15223,46782.15223
46905,33882,2.3.1.31,57117.7305,57117.7305
46906,33882,2.7.1.39,4890.10989,13484.84848
46907,33882,2.6.1.9,33828.81356,33828.81356
46908,33882,2.4.2.8,24723.33333,115290.1554
46909,33882,1.12.99.6,258.3333333,258.3333333
46910,33882,4.1.3.1,9541.984733,13888.88889
