,Model,InulinFlux,GrowthRate,MaxSecrFlux,MaxCplexStatus,MinSecrFlux,MinCplexStatus
786,Parabacteroides_375288_clone,0.1,0.1551079128774347,9.341335223720405,1,0.0,1
787,Parabacteroides_375288_clone,0.1,0.1570713041796807,9.199081541629578,1,0.0,1
788,Parabacteroides_375288_clone,0.1,0.15903469548192672,9.050723398399976,1,0.0,1
789,Parabacteroides_375288_clone,0.1,0.1609980867841727,8.902365255170395,1,0.0,1
790,Parabacteroides_375288_clone,0.1,0.16296147808641873,8.75400711194074,1,0.0,1
791,Parabacteroides_375288_clone,0.1,0.1649248693886647,8.605648968711103,1,0.0,1
792,Parabacteroides_375288_clone,0.1,0.16688826069091073,8.415769042561019,1,0.0,1
793,Parabacteroides_375288_clone,0.1,0.16885165199315674,8.205379664489687,1,0.0,1
794,Parabacteroides_375288_clone,0.1,0.17081504329540276,7.993509048254568,1,0.0,1
795,Parabacteroides_375288_clone,0.1,0.17277843459764877,7.781638432019349,1,0.0,1
796,Parabacteroides_375288_clone,0.1,0.1747418258998948,7.551808792580635,1,0.0,1
797,Parabacteroides_375288_clone,0.1,0.17670521720214077,7.2411742669647365,1,0.0,1
798,Parabacteroides_375288_clone,0.1,0.1786686085043868,6.919739363681007,1,0.0,1
799,Parabacteroides_375288_clone,0.1,0.1806319998066328,6.598304460397091,1,0.0,1
800,Parabacteroides_375288_clone,0.1,0.18259539110887882,6.2768695571135,1,0.0,1
801,Parabacteroides_375288_clone,0.1,0.18455878241112483,5.955434653829913,1,0.0,1
802,Parabacteroides_375288_clone,0.1,0.18652217371337085,5.633999750546179,1,0.0,1
803,Parabacteroides_375288_clone,0.1,0.18848556501561683,5.312564847262395,1,0.0,1
804,Parabacteroides_375288_clone,0.1,0.19044895631786282,4.951611894173192,1,0.03398129893518442,1
805,Parabacteroides_375288_clone,0.1,0.19241234762010884,4.578681313185392,1,0.5795981162015186,1
806,Parabacteroides_375288_clone,0.1,0.19437573892235485,3.9154568204088185,1,1.200990175210563,1
807,Parabacteroides_375288_clone,0.1,0.19633913022460087,2.790452995488928,1,1.8340375827350788,1
808,Bacteroides_816,1.0,0.0,0.0,1,0.0,1
809,Bacteroides_816,1.0,0.00767557235765737,3.070228943062948,1,0.0,1
810,Bacteroides_816,1.0,0.01535114471531474,6.140457886125896,1,0.0,1
811,Bacteroides_816,1.0,0.02302671707297211,9.210686829188845,1,0.0,1
812,Bacteroides_816,1.0,0.03070228943062948,12.280915772251792,1,0.0,1
813,Bacteroides_816,1.0,0.03837786178828685,15.35114471531474,1,0.0,1
814,Bacteroides_816,1.0,0.04605343414594422,18.42137365837769,1,0.0,1
815,Bacteroides_816,1.0,0.053729006503601594,20.968740889925733,1,0.0,1
816,Bacteroides_816,1.0,0.06140457886125896,20.958437147152758,1,0.0,1
817,Bacteroides_816,1.0,0.06908015121891632,20.934375328287494,1,0.0,1
818,Bacteroides_816,1.0,0.0767557235765737,20.90827710314128,1,0.0,1
819,Bacteroides_816,1.0,0.08443129593423107,20.88209120908698,1,0.0,1
820,Bacteroides_816,1.0,0.09210686829188844,20.85561727204422,1,0.0,1
821,Bacteroides_816,1.0,0.0997824406495458,20.829023993293177,1,0.0,1
822,Bacteroides_816,1.0,0.10745801300720319,20.801520391271005,1,0.0,1
823,Bacteroides_816,1.0,0.11513358536486054,20.77097891706784,1,0.0,1
824,Bacteroides_816,1.0,0.12280915772251792,20.72942170156745,1,0.0,1
825,Bacteroides_816,1.0,0.1304847300801753,20.684975810987545,1,0.0,1
826,Bacteroides_816,1.0,0.13816030243783264,20.638733981993422,1,0.0,1
827,Bacteroides_816,1.0,0.14583587479549004,20.591312872851756,1,0.0,1
828,Bacteroides_816,1.0,0.1535114471531474,20.5438696053655,1,0.0,1
829,Bacteroides_816,1.0,0.16118701951080475,20.496426337879274,1,0.0,1
830,Bacteroides_816,1.0,0.16886259186846214,20.448983070393027,1,0.0,1
831,Bacteroides_816,1.0,0.1765381642261195,20.40153980290682,1,0.0,1
832,Bacteroides_816,1.0,0.18421373658377688,20.354096535420553,1,0.0,1
833,Bacteroides_816,1.0,0.19188930894143424,20.306653267934298,1,0.0,1
834,Bacteroides_816,1.0,0.1995648812990916,20.259210000448046,1,0.0,1
835,Bacteroides_816,1.0,0.207240453656749,20.21176673296178,1,0.0,1
836,Bacteroides_816,1.0,0.21491602601440637,20.164323465475555,1,0.0,1
837,Bacteroides_816,1.0,0.22259159837206371,20.116880197989275,1,0.0,1
838,Bacteroides_816,1.0,0.23026717072972108,20.069436930503084,1,0.0,1
839,Bacteroides_816,1.0,0.23794274308737845,20.021993663016797,1,0.0,1
840,Bacteroides_816,1.0,0.24561831544503585,19.974522690289774,1,0.0,1
841,Bacteroides_816,1.0,0.25329388780269324,19.923269305790377,1,0.0,1
842,Bacteroides_816,1.0,0.2609694601603506,19.870795522313735,1,0.0,1
843,Bacteroides_816,1.0,0.268645032518008,19.817133091160898,1,0.0,1
844,Bacteroides_816,1.0,0.2763206048756653,19.752295836326333,1,0.0,1
845,Bacteroides_816,1.0,0.28399617723332266,19.686610096996848,1,0.0,1
846,Bacteroides_816,1.0,0.2916717495909801,19.616713688643657,1,0.0,1
847,Bacteroides_816,1.0,0.29934732194863745,19.544181659922803,1,0.0,1
848,Bacteroides_816,1.0,0.3070228943062948,19.471648098639346,1,0.0,1
849,Bacteroides_816,1.0,0.3146984666639522,19.399114537355917,1,0.0,1
850,Bacteroides_816,1.0,0.3223740390216095,19.325270506677985,1,0.0,1
851,Bacteroides_816,1.0,0.3300496113792669,19.25075510188038,1,0.0,1
852,Bacteroides_816,1.0,0.3377251837369243,19.176239697082785,1,0.0,1
853,Bacteroides_816,1.0,0.34540075609458165,19.101724292285077,1,0.0,1
854,Bacteroides_816,1.0,0.353076328452239,19.0261548263282,1,0.0,1
855,Bacteroides_816,1.0,0.3607519008098964,18.94350797199303,1,0.0,1
856,Bacteroides_816,1.0,0.36842747316755375,18.85915247614855,1,0.0,1
857,Bacteroides_816,1.0,0.3761030455252111,18.76814734833016,1,0.0,1
858,Bacteroides_816,1.0,0.3837786178828685,18.671584329965384,1,0.0,1
859,Bacteroides_816,1.0,0.39145419024052586,18.574150446479514,1,0.0,1
860,Bacteroides_816,1.0,0.3991297625981832,18.469635157806064,1,0.0,1
861,Bacteroides_816,1.0,0.4068053349558406,18.36495292957385,1,0.0,1
862,Bacteroides_816,1.0,0.414480907313498,18.24552700526735,1,0.0,1
863,Bacteroides_816,1.0,0.4221564796711554,18.115256906470922,1,0.0,1
864,Bacteroides_816,1.0,0.42983205202881275,17.97164420690119,1,0.0,1
865,Bacteroides_816,1.0,0.4375076243864701,17.824720801293992,1,0.0,1
866,Bacteroides_816,1.0,0.44518319674412743,17.674767370388533,1,0.0,1
