,MiceID,Vendor,SCFA,k1,k2,D,H,Ai,R2,zeta
56,GR2,Guangdong,Butyrate,0.12928188034434174,0.1292819309212346,1.6055026732596718,0.04698273318966156,0.9564020390000001,0.26052154225241375,1.0000000000000193
57,GR1,Guangdong,Butyrate,0.20267562145867885,0.2026756314040184,3.0214915217319946,0.16498067750524714,1.263977011,0.5086000452806001,1.0000000000000002
58,HR2,Hunan,Butyrate,0.9480340527416857,0.9480339669961804,1.5746588781640987,2.18598695869533,2.719758878,0.10953571412360386,1.000000000000001
59,SR2,Shanghai,Butyrate,0.4537732567020519,0.45377315972388105,2.2058470396275753,0.551338507467665,0.939640815,0.3353488617093109,1.0000000000000058
60,BR2,Beijing,Total,0.3674239886926865,0.3674240659485831,4.53929077925834,2.2121120060234007,15.83479856,0.5402878481208251,1.0000000000000056
61,GR5,Guangdong,Total,0.26992480553868686,0.2699248197717743,10.883211494381174,0.931833979319372,16.75700493,0.32564117633420253,1.0000000000000004
62,GR3,Guangdong,Total,0.12030494556201556,0.12030499142790267,2.4337065375483444,0.2051417463535779,15.50460334,0.14929866745510312,1.0000000000000182
63,GR4,Guangdong,Total,0.24278684984750515,0.24278680870014308,11.392877616732662,0.9377262751872156,18.19115938,0.719498343829198,1.0000000000000036
64,HR5,Hunan,Total,0.729151779946658,0.7291525148902709,18.864179582583223,10.978483466487653,18.29255575,0.19249909143677746,1.000000000000127
65,HR4,Hunan,Total,0.34482944947359245,0.34482946990511876,6.669381708745886,2.167622789180324,19.19601068,0.24134082452027716,1.0000000000000004
66,SR4,Shanghai,Total,0.03483677141471186,0.03483689527803148,0.9461270021383593,2.1447534564108093e-11,10.03206377,0.5579661779888152,1.00000000000158
67,SR5,Shanghai,Total,0.009072166579279457,0.009076594762598585,4.583323072419006e-09,0.006515688182171369,15.47910903,0.04034479528375945,1.0000000297664626
68,BR5,Beijing,Total,3.7405539711706855e-09,0.9999999727661122,4.249843849061517,0.9157020026381234,9.768764868,0.8352588035913684,8175.2687307739725
69,SR1,Shanghai,Total,0.08203411055118821,0.0820341015207626,1.7361556120137436,0.047025920097787735,8.38647963,0.5569383385154287,1.0000000000000016
70,HR1,Hunan,Total,0.6374324553038292,0.6374195526828782,39.48762860545027,6.923115822386607,13.96073976,0.5306904889110744,1.0000000000512161
71,BR4,Beijing,Total,0.9999999813162632,0.9999999534989138,2.1041695637963156e-07,23.875814503345605,29.04975424,-0.16775435662291205,1.0000000000000002
72,HR3,Hunan,Total,0.11132702442738354,0.11132701960019155,3.6055658970409867,0.12776746523264565,8.527167829,0.3401673635533161,1.0000000000000004
73,SR3,Shanghai,Total,0.0718933625306299,0.07189337092729858,1.3348850183614087,0.033489905619068325,10.560627,0.3114152516444769,1.0000000000000018
74,BR3,Beijing,Total,2.232863872238907e-06,2.008572748028171e-06,1.9428127595135676e-06,0.006391207017671053,28.41660237,-0.008458502364363074,1.0014011357989496
75,BR1,Beijing,Total,0.9999999334427904,0.9999999249693317,5.713693065573066e-09,26.695292886287213,31.38370813,-0.15817882858917587,1.0000000000000002
76,GR2,Guangdong,Total,0.06834528419173762,0.06834539288224707,1.6341860589686874,3.782083363127443e-10,16.31897343,0.2216080118869881,1.0000000000003162
77,GR1,Guangdong,Total,0.159252955108475,0.1592529725735284,6.831205448145356,0.40320129955098494,12.19008459,0.23949443080798016,1.0000000000000016
78,HR2,Hunan,Total,0.8811474494418126,0.881147307434119,4.548865489531853e-09,11.033212883103884,16.45486442,0.04494293923009407,1.0000000000000033
79,SR2,Shanghai,Total,0.2783290501902256,0.27832907840811755,3.5422230216993227,0.7913243290766945,7.231057057999999,0.1533440159008067,1.0000000000000013
