SampleID,Muribaculaceae,Akkermansia_dash_muciniphila,Bacteroides_dash_acidifaciens,Faecalibaculum,Parasutterella,Bacteroides_dash_uniformis,Bacteroides,Alloprevotella,Clostridia_dash_UCG_dash_014,Lachnospiraceae_dash_NK4A136_dash_group,Lachnospiraceae,Parabacteroides_dash_goldsteinii,Escherichia_dash_Shigella,Mucispirillum_dash_schaedleri,Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,Oscillospiraceae,Dubosiella_dash_newyorkensis,Lachnospiraceae_dash_bacterium_dash_28_dash_4,Lachnoclostridium,Roseburia,Lactobacillus,Colidextribacter,Bifidobacterium_dash_choerinum,Bacteroides_dash_caecimuris,Oscillibacter,Desulfovibrio,mouse_dash_gut_dash_metagenome,Clostridia_dash_vadinBB60_dash_group,Alistipes,Peptococcaceae,Muribaculum,Desulfovibrionaceae,Parabacteroides,Helicobacter_dash_mastomyrinus,Anaerotruncus,Clostridiales_dash_bacterium_dash_CIEAF_dash_020,Rikenellaceae_dash_RC9_dash_gut_dash_group,Ruminococcaceae,Candidatus_dash_Saccharimonas,Lachnospiraceae_dash_UCG_dash_006
sample366,303732867.5985122,153373048.9869987,39609460.11729935,47966554.62552894,17366615.61841031,1666893.399204638,878701.7240151146,4193632.262252393,114962847.0166384,2383431.285740568,2296692.488949378,803276.6833271219,260216.3903735747,64111.28458479376,0.0,863616.7158775161,0.0,188562.6017199817,162163.8374791842,56568.7805159945,3918330.863741219,403523.9676807608,0.0,0.0,362040.1953023648,177248.8456167828,105595.0569631897,520432.7807471494,49026.27644719523,158392.5854447846,0.0,0.0,1116290.602182292,1263369.431523877,67882.5366191934,0.0,0.0,237588.8781671769,554374.0490567461,196105.1057887809
sample367,79231667.94134751,70031107.1600253,7686260.598245795,7161268.026064256,6794564.671625894,50078751.26349778,3510063.403454961,7373639.393203019,4873988.82967534,164884.6018158099,860038.0830712644,2733127.159698865,204456.9062516043,54082.14939558565,0.0,201818.7526225513,0.0,44848.6116939003,110802.4524202243,162246.448186757,55401.22621011213,118716.9133073831,0.0,0.0,183351.6772191806,160927.3713722305,40891.38125032086,25062.45947600311,17147.99858884423,35615.07399221494,0.0,9233.537701685354,447167.0401244764,122674.1437509626,85739.99294422116,0.0,0.0,36934.15080674142,9233.537701685354,21105.22903242367
sample369,80638153.80724655,66997717.29466362,11617518.52350494,10935695.6734157,3933083.17220737,56459972.70106654,4596334.971905071,6708128.702142553,1192526.735856467,395298.0726198301,4047162.481755375,3785841.27267448,1205791.771850422,128670.8491413541,0.0,267953.7270778714,0.0,96834.76275586443,175098.4751201932,786616.6344414742,33162.58998488507,432440.1734029014,0.0,0.0,23877.06478911726,386012.5474240623,303769.3242615474,26530.07198790806,31836.08638548967,92855.25195767822,0.0,0.0,500091.856972067,256015.1946833128,108773.2951504231,0.0,5306.014397581613,57039.65477400234,0.0,63672.17277097936
sample370,80068013.07331188,40837496.94301324,15562095.34863591,12200633.06889963,7638981.254643189,72719375.21188381,5778920.3719069,8710301.796452904,4912548.107660782,638134.4096866564,4639283.737575985,2786986.047171651,625713.3019555295,2360010.468914155,0.0,1071320.541809715,0.0,217369.3852947248,290343.3932150968,630371.2173547021,108684.6926473624,1049583.603280243,0.0,0.0,810477.2794560456,555844.5709679393,0.0,63658.17712202657,18631.6615966907,341580.4626059962,0.0,0.0,571370.9556318482,1842981.859605988,312080.3317445693,9315.830798345352,0.0,220474.6622275066,0.0,79184.56178593548
sample381,60862702.28823522,64028660.90998869,22815342.95060903,20369568.60993014,18779458.76161704,10071884.12888903,4144030.67344378,149741.2861640138,28896502.96093648,833084.4571505853,666705.2503016808,610849.3737166914,165190.7839428407,53479.03077286209,0.0,499137.6205467128,0.0,60609.5682092437,72493.79726987972,117653.8677002966,105769.6386396606,111711.7531699786,0.0,71305.37436381611,167567.6297549679,154494.9777882683,0.0,493195.5060163948,155683.4006943319,83189.60342445214,38029.53299403527,74870.64308200694,449223.8584920416,1416600.104027814,42783.22461828968,443281.7439617236,46348.49333648047,168756.0526610315,167567.6297549679,185393.9733459219
sample382,82888884.87594777,48164924.46763933,10261523.41406263,4755196.71171646,6885113.260488377,90063572.71208012,6855714.826412852,3757119.874852325,9266386.420606049,555630.4040274565,5494567.32871596,2004973.203950928,880483.1005620277,737900.6952957227,0.0,1109790.886351137,4409.76511132902,74966.00689259334,0.0,1278831.882285416,32338.27748307948,401288.6251309408,0.0,63206.63326238262,1245023.68309856,135232.7967474233,0.0,194029.6648984768,113183.9711907781,370420.2693516377,55857.02474350092,82315.61541147504,721731.556554183,395408.9383158354,689393.2790711034,30868.35577930314,58796.8681510536,310153.4794968078,4409.76511132902,89665.22393035673
sample384,58054452.65376668,51383762.8909282,9115538.605826357,3049815.08953744,3995632.525145892,38874881.16470662,4961972.414545846,1568629.29415062,3910865.868180984,119565.6003505023,514845.9059868645,739700.6170937794,5180581.161455347,25876.13738928782,0.0,109750.5137545656,0.0,39260.34638374704,33014.38218633274,183809.8035239066,19630.17319187352,82089.81516601653,0.0,66028.76437266548,119565.6003505024,125811.5645479167,0.0,160610.5079335106,82089.81516601655,8922.805996306146,33906.66278596335,41044.90758300827,405987.6728319296,153472.2631364657,48183.15238005319,0.0,55321.39717709809,33014.38218633273,0.0,20522.45379150413
sample385,34335948.4016603,32212528.22043733,8731894.299245086,1716309.277512618,2346013.193323561,68585007.42579006,6131070.684174768,4284915.482936792,287027.8313928951,834723.7953772972,3895377.71176072,849368.0724891796,87865.66267129444,1110036.205080686,0.0,640443.0523596574,0.0,58577.10844752962,67363.67471465908,263596.9880138833,8786.566267129445,459830.3013131075,0.0,56624.53816594531,790790.9640416498,106415.0803463455,0.0,175731.3253425889,67363.67471465906,253834.1366059617,24407.12851980401,48814.25703960803,326079.2370245816,414921.1848366682,507668.2732119234,29288.55422376481,56624.53816594531,149371.6265412005,10739.13654871376,166944.7590754594
sample396,107319461.8624303,62652267.41257848,11837159.35065188,4633721.593797159,8403030.656771753,4910098.38936628,2158091.148380149,3986882.285018369,13063213.85865532,2111048.289559873,3243017.079922759,338120.5477707318,149949.1124896289,41162.50146774126,0.0,1846432.208695823,0.0,220513.4007200425,0.0,934976.8190529802,267556.2595403183,505710.7323179642,0.0,52923.2161728102,1217233.971974635,670360.7381889292,0.0,1111387.539629014,129367.8617557583,208752.6860149736,38222.32279147403,91145.53896428423,358701.7985046025,3551735.840930818,129367.8617557583,2055184.894710796,38222.32279147403,264616.080864051,17641.0720576034,802668.7786209547
sample397,52285245.49415557,39499037.3018559,6015579.15054557,4279486.92664219,3758267.365063975,76553959.81746407,5425124.910361728,2773306.088297122,2736729.276958299,161983.0216433552,1929426.798122868,483336.4355487211,165901.9657153718,20901.03505075551,0.0,611355.2752345987,0.0,19594.72036008329,0.0,70540.99329629984,296533.4347825938,161983.0216433552,0.0,49639.95824554433,73153.62267764428,100586.2311817609,0.0,100586.2311817609,118874.636851172,335722.8755027604,35270.49664814992,36576.81133882214,309596.581689316,198559.8329821773,47027.3288641999,0.0,56171.53169890543,88829.3989657109,11756.83221604997,45721.01417352767
sample399,107768324.4454361,142625051.7398549,17214817.85047081,5057840.603068586,16078148.88515353,154660963.6536731,13414711.54630358,13212935.9903301,1099676.78005547,1143394.817183058,8158458.313194408,1557034.706928694,5404221.974156395,359833.0748193741,0.0,635593.0013164646,0.0,158057.5188458933,174872.1485103501,8222353.905919344,181598.0003761327,413639.8897456357,0.0,191686.7781748068,817191.0016925973,1782350.744432414,0.0,174872.14851035,295937.4820944385,675948.1125111608,0.0,242130.667168177,803739.2979610319,403551.1119469617,413639.8897456356,47080.96306047886,80710.22238939232,161420.4447787846,0.0,195049.7041076981
sample400,65829486.42350585,83180188.95181362,6466261.618761686,7276491.990269173,9521938.126690565,71012883.28738068,5744325.582610781,2981232.264392938,3092032.998958064,150619.748549469,737517.3894491238,403383.924276164,1355577.736945221,10387.56886548062,0.0,22506.39920854134,0.0,48475.32137224288,0.0,10387.56886548062,164469.8403701098,88294.33535658524,0.0,65787.93614804391,25968.92216370154,244107.8683387945,0.0,148888.4870718889,147157.2255943088,45012.79841708267,43281.53693950258,60594.15171530361,365296.1717694017,53669.10580498319,43281.53693950258,0.0,58862.8902377235,51937.84432740309,0.0,22506.39920854134
sample31,28426.4015382479,19171.29406067882,16526.97763851622,2040090.119698442,2443348.374078238,0.0,24054685.4133076,1983.237316621947,97839.70762001604,1560807.768181472,3963830.31682173,20892082.97240113,67430.06876514619,3952591.97202754,1501971.727788354,1558163.45175931,0.0,7153537.001055362,118333.1598917762,175185.962968272,16526.97763851623,540762.7083322508,0.0,0.0,530846.521749141,0.0,17188.05674405687,969803.0478281319,0.0,1434541.659023208,0.0,3305.395527703245,79990.57177041851,0.0,1258694.616949396,0.0,5949.71194986584,752308.0221052584,0.0,52886.32844325191
sample32,295.5420268174155,28.546673044864,60.45177821265318,10703.32317576254,10750.34122548349,0.0,27008.51113256427,45.33883365948989,1010.888069000478,7323.061244038347,5974.650746683889,28214.18826469441,591.0840536348311,261.9577055881638,4908.348547655145,5816.804436906406,0.0,15971.02396057068,302.2588910632659,177.9969025150343,68.84785851996612,982.3413959556141,0.0,0.0,2040.247514677045,0.0,0.0,9702.510403130835,0.0,5326.473346959331,0.0,13.43372849170071,10.07529636877553,15.1129445531633,1257.732830035479,0.0,0.0,1586.859178082146,0.0,866.4754877146955
sample33,17986.06728143852,6652.381049299177,4188.536216225408,1850101.085155093,2794985.578638884,2463.844833073769,14679094.7464869,3449.382766303277,220514.1125601023,323256.4420992786,608816.0582525284,6610495.687136923,12319.22416536885,51987.12597785653,420824.6974889998,329662.4386652703,0.0,1489640.586076401,26609.52419719671,18725.22073136065,0.0,90915.8743404221,0.0,0.0,529973.0235941678,0.0,0.0,1076207.423086622,0.0,1212458.042355602,0.0,0.0,12565.60864867622,0.0,97814.63987302863,0.0,739.1534499221308,335575.6662646474,0.0,42624.51561217621
sample34,135570.434749285,71091.81334413726,57865.42946615824,23442112.12573307,6823160.78305243,0.0,54492701.57727358,16532.97984747378,99197.87908484269,5758436.880875118,8165638.746667302,41970622.64079694,46292.34357292659,1395383.499126787,3723227.061651096,2774234.018406101,0.0,30169381.62567015,429857.4760343183,234768.3138341277,11573.08589323165,1195334.442972354,0.0,0.0,1069683.796131554,0.0,221541.9299561487,3313209.161433746,0.0,8279716.307614869,0.0,1653.297984747378,19839.57581696854,0.0,788623.1387244994,0.0,0.0,2212112.703591992,0.0,208315.5460781697
sample35,29877.11143250547,12548.3868016523,0.0,3259592.857286347,3731651.217919934,9560.675658401753,17867110.17886693,10158.21788705186,98594.46772726806,956665.1080688252,3515938.473377245,13426176.33553931,26889.40028925493,1605595.968382844,3719700.373346931,3070769.513032912,0.0,5578056.704448773,108155.1433856698,180457.7530523331,13145.92903030241,501337.9298374419,0.0,0.0,650723.4869999692,0.0,0.0,5753136.577443253,0.0,2302330.206988872,0.0,4780.337829200877,61546.84955096128,0.0,1524330.225286429,0.0,0.0,916032.2365206179,0.0,76485.40526721402
sample46,101785.5137069731,36897.24871877775,7633.913528022983,16133003.92255524,8145385.734400523,34352.61087610342,46681381.22386055,29263.33519075477,225200.449076678,18531325.08927579,4375504.770478506,39588203.23740585,50892.75685348656,7135164.510858815,2535731.610224967,2856355.978401933,0.0,2648967.994223975,159039.8651671455,830824.2556331679,0.0,258280.7410314442,0.0,0.0,306628.8600422565,0.0,395691.1845358579,178124.6489872029,0.0,1657831.554502324,0.0,31807.97303342909,151405.9516391225,0.0,321896.6870983025,0.0,10178.55137069731,348615.3844463829,0.0,211204.9409419692
sample47,27471.42977637969,0.0,15697.95987221696,8682934.05432001,11594415.04937025,0.0,14191446.28573014,5886.734952081361,22565.81731631188,3993659.103741197,2912462.117542253,9603717.513074733,28452.55226839325,1314213.578052164,2879103.952813792,331128.8410545766,0.0,973273.5120774517,1191573.266550469,135394.9038978713,0.0,41207.14466456953,0.0,0.0,103998.9841534374,0.0,264903.0728436612,24037.50105433222,0.0,258525.7766455731,0.0,5396.173706074581,23546.93980832545,0.0,109885.7191055187,0.0,2943.367476040681,236450.520575268,0.0,117244.1377956205
sample48,122959.8027633134,30967.65402927895,37343.3475058952,18693533.27343886,24334200.37353664,11840.57359943018,51886304.32605686,21859.52049125573,62846.12141236023,2766140.155497652,10110028.22720578,18298240.27788865,42808.22762870913,856164.5525741825,881667.3264806475,311498.1670003941,0.0,1782461.733391144,310587.3536465918,89259.70867262754,11840.57359943018,81062.38848840665,0.0,0.0,117494.9226404995,0.0,148462.5766697785,108386.7891024763,0.0,333357.6874916498,0.0,7286.506830418575,58292.0546433486,0.0,58292.05464334861,0.0,2732.440061406966,256849.3657722548,0.0,62846.12141236022
sample49,72561.51836955694,5149.52711009759,11703.47070476725,13833970.51186308,12608851.19848804,5617.66593828828,15909698.0760606,7958.36007924173,17789.27547124622,9616975.947521338,1331386.827374323,11133745.75085918,18725.5531276276,826733.1705847585,1007902.897094555,315057.4313723344,0.0,620283.9473526642,564107.2879697816,83796.85024613349,2340.69414095345,77242.90665146385,0.0,0.0,54772.24289831072,0.0,277606.3251170791,127801.9000960584,0.0,190532.5030736108,0.0,0.0,22002.52492496243,0.0,41196.21688078072,0.0,0.0,124993.0671269142,0.0,32301.57914515761
sample50,42967.12766162238,5035.210272846373,3021.126163707824,12260065.6530112,13784055.96225937,0.0,13068720.42283034,4028.168218277099,46995.29587989948,1162126.530972943,1543124.108284984,8933805.74676889,27861.49684308326,172875.5527010588,1538760.259381852,106410.7770994867,0.0,427321.5118222288,15441.31150339554,39610.32081305813,4363.848903133523,26518.77410365756,0.0,0.0,29875.58095222182,0.0,40617.36286762741,33232.38780078605,0.0,361192.4169055131,0.0,2349.764793994974,55722.99368616653,0.0,62436.60738329503,0.0,2685.445478851399,39946.00149791456,0.0,37596.23670391958
sample61,54155.5603371227,13172.97413605687,0.0,9162535.343524002,6974357.973145667,17563.9655147425,24174603.03535371,13904.80603250448,2428950.064309597,24960590.49213843,2061570.452292901,11599535.55869452,38055.25861527541,38787.09051172301,292000.926682594,626448.1033591491,0.0,195399.1163515103,9513.814653818852,1647353.598903557,32932.43534014218,130997.9094641211,0.0,0.0,168321.3361829489,0.0,0.0,145634.5473930732,2927.327585790416,279559.7844429847,0.0,0.0,35127.93102948499,0.0,197594.6120408531,0.0,0.0,322006.0344369458,0.0,68060.36636962717
sample62,76505.22615488071,4722.544824375352,0.0,10367874.90743365,11281215.07646784,0.0,33040812.60925971,5667.053789250423,80283.26201438098,7982045.262159219,10743789.47545393,10421711.91843153,40613.88548962802,17001.16136775127,6400937.254958352,887838.4269825661,0.0,1267531.030862344,322077.557022399,376859.0769851531,0.0,316410.5032331486,0.0,0.0,448641.7583156584,0.0,0.0,489255.6438052865,0.0,301298.3597951475,0.0,10389.59861362577,44391.92134912831,0.0,282408.180497646,0.0,0.0,555371.2713465415,0.0,99173.44131188239
sample63,107189.6395149195,13049.17350616412,8388.754396819788,10947324.48784982,20546855.76927727,0.0,37745666.45040158,23302.09554672163,69906.28664016491,24813003.42197107,2904373.188943385,11022823.2774212,28894.59847793483,263779.7215888889,249798.4642608559,408252.713978563,0.0,411981.0492660385,63381.69988708284,65245.86753082059,15845.42497177071,451128.5697845308,0.0,0.0,315044.3317916765,0.0,125831.3159522968,301995.1582855124,0.0,149133.4114990185,0.0,25166.26319045937,35419.18523101688,0.0,135152.1541709855,0.0,1864.167643737731,288945.9847793482,0.0,89480.04689941107
sample64,64011.39910245966,11164.77891321971,4465.911565287883,16524617.11015938,15628457.52272495,14886.37188429294,23467620.95699361,9676.141724790414,59545.48753717178,4357985.369126759,2177131.888077844,9516857.54562848,25306.832203298,66244.3548851036,497204.8209353843,253812.6406271947,1488.637188429294,101971.6474074067,67732.99207353289,31261.38095701518,17119.32766693689,49869.34581238136,0.0,0.0,40937.5226818056,2232.955782643941,124301.2052338461,1633034.995706936,0.0,404164.9966585535,0.0,0.0,0.0,0.0,14142.0532900783,0.0,0.0,100483.0102189774,0.0,30517.06236280054
sample65,59089.64294678632,0.0,7303.214296793816,15967482.16708102,18123258.24178007,0.0,22137370.39072693,7967.142869229617,1373004.287797237,1788623.574142049,1634592.145336944,9577833.585958872,23901.42860768885,7303.214296793816,3821572.862940473,240342.1432217601,0.0,441512.500669808,23901.42860768885,61745.35723652953,10622.85715897282,179924.6431301022,0.0,0.0,99589.28586537023,0.0,0.0,1050335.001593438,0.0,381095.00057815,0.0,0.0,49130.71436024931,0.0,55770.00008460732,0.0,5975.357151922212,131457.8573422887,0.0,45147.14292563449
sample76,94139.00992955762,42690.94636340404,24082.07230756125,318540.1382500147,7229000.250869749,0.0,33370089.74072749,15324.9551048117,6507632.721293257,25315731.19349859,9193878.42323668,12356292.37307961,54731.98251718465,13135.67580412432,367798.9225154809,593294.6904862818,0.0,200319.0560128958,0.0,1286201.589153839,0.0,565928.6992276893,0.0,0.0,581253.654332501,0.0,0.0,510102.077060161,0.0,1648527.313417602,0.0,6567.837902062159,49258.78426546619,0.0,413773.7878299161,0.0,4378.558601374772,311972.3003479525,0.0,70056.93762199636
sample77,69782.27086988279,14483.11282205115,15141.43613214438,2056602.020731262,11348177.21938716,22382.99254316995,23791146.10345938,15141.43613214438,2810382.210788016,7078950.553432543,1341662.905970011,12171081.35700371,407502.1289477118,5266.586480745871,4578638.621698442,2593135.518457248,0.0,106648.3762351039,39499.39860559403,167872.4440737746,5266.586480745871,138906.2184296724,26991.25571382259,0.0,308095.3091236334,0.0,15799.75944223761,1009209.634372927,0.0,193547.0531674107,0.0,5266.586480745871,51349.21818727224,0.0,120473.1657470618,0.0,4608.263170652637,210663.4592298349,0.0,80315.44383137453
sample78,100800.1082816967,29568.03176263103,9408.010106291691,1712257.839345088,16110545.30630264,20160.02165633934,46603250.06223777,9408.010106291691,1813057.947626784,18978644.38727785,3546819.810071968,16462673.68456671,38976.04186892272,1253953.347024307,1689409.814801237,379008.4071391796,0.0,73920.07940657758,5376.005775023825,0.0,8064.008662535736,439488.4721081977,29568.03176263103,0.0,268800.2887511912,0.0,25536.02743136317,307776.3306201139,0.0,56448.06063775016,0.0,0.0,116928.1256067682,0.0,26880.02887511912,0.0,5376.005775023825,201600.2165633934,0.0,65856.07074404185
sample79,66315.53807369895,14028.28690020555,17216.53392297954,2941476.703211281,12867764.98391582,0.0,24853660.84133235,9564.741068321966,6324206.794374484,18394910.02259681,1827503.193454051,9451877.123715768,27418.9243958563,43360.15950972624,432326.2962881527,397255.5790376389,0.0,54200.1993871578,20404.78094575352,64402.58986003456,0.0,149847.6100703774,15303.58570931514,0.0,332852.9891776044,0.0,188106.5743436653,481425.3004388722,0.0,563682.0736264411,0.0,0.0,31244.82082318508,0.0,48461.35474616462,0.0,3188.247022773989,161962.9487569186,0.0,67590.83688280855
sample80,99894.90452884595,0.0,29302.50532846148,2012549.34324115,16269550.11759804,0.0,38984319.47539722,18647.04884538458,4721699.154063451,18172881.03188765,1987242.634093842,14944277.71751535,47949.55417384605,47949.55417384605,7203088.582559985,3176657.964017301,0.0,259726.7517749995,13319.32060384612,67928.53507961525,0.0,582054.3103880758,0.0,0.0,586050.1065692295,0.0,0.0,1029583.482677306,0.0,165159.575487692,0.0,0.0,94567.17628730749,0.0,59936.94271730757,0.0,11987.38854346151,480827.4737988452,0.0,63932.73889846141
sample81,84903.56530943605,8086.053838993907,28301.18843647868,9975495.086038817,20027807.68354808,0.0,30767434.85737181,0.0,4185880.53731918,8153437.620985523,8118398.054349883,9560410.988970462,32344.21535597563,12129.08075849086,1070054.45802686,447428.3124243296,0.0,153635.0229408843,16172.10767798781,29648.86407631099,10781.40511865854,309965.3971614331,61993.07943228662,0.0,132072.2127035672,0.0,0.0,495944.635458293,0.0,172502.4818985367,0.0,6738.37819916159,0.0,0.0,70079.13327128053,0.0,0.0,123986.1588645733,0.0,32344.21535597563
sample82,107403.9514081544,10564.32308932666,37855.49107008721,15555085.38877607,16905558.023695,0.0,32254639.11222919,10564.32308932666,1824106.453423737,6963649.63638116,2812751.022533224,15513708.45667621,50180.53467430166,14085.76411910222,6332431.331793891,1280924.174580858,0.0,96839.62831882774,52821.61544663332,15846.48463399,0.0,597764.6148044005,0.0,0.0,1066116.271764549,7923.242316994999,164627.3681420072,596003.8942895127,0.0,131173.6783591394,0.0,3521.441029775554,136455.8399038028,0.0,60744.85776362832,0.0,7042.882059551109,815213.5983930408,0.0,89796.74625927664
sample83,46308.57051597768,8419.740093814125,0.0,22218290.81755984,29469090.32834944,0.0,37991270.59330496,12629.61014072119,19058081.70234827,6410228.791423821,2016527.752468483,13381773.58910191,75777.66084432713,7016.450078178437,2276136.405361085,342402.7638151078,0.0,115069.7812821264,4209.870046907063,0.0,0.0,165588.2218450111,0.0,0.0,140329.0015635687,0.0,0.0,436423.1948626988,0.0,70164.50078178437,0.0,9823.030109449812,77180.9508599628,0.0,14032.90015635687,0.0,7016.450078178437,109456.6212195836,0.0,42098.70046907062
sample84,59680.01046830245,23666.21104777511,47332.42209555022,11128264.02094295,20345738.74120249,0.0,36595165.03974442,4115.86279091741,5766323.770075291,13724344.4763141,1311931.264604924,13653345.84317078,42187.59360690345,13376.55407048158,879765.6715585964,579307.6878216255,0.0,84375.1872138069,0.0,7202.759884105468,0.0,239749.0075709392,0.0,0.0,438339.3872327042,0.0,80259.32442288949,597829.0703807538,0.0,170808.3058230726,0.0,0.0,73056.56453878403,0.0,47332.42209555022,0.0,10289.65697729353,83346.22151607757,0.0,67911.73605013726
sample85,158747.3596075979,37796.9903827614,29157.67829527308,11100436.11841155,22361779.42445258,0.0,35657680.7270971,4319.656043744159,4981643.332447952,15196549.96189195,2073434.900997197,12322898.77879115,48596.1304921218,36717.07637182536,7909290.216095556,2464363.772956043,0.0,143628.5634544933,2159.82802187208,26997.850273401,4319.656043744159,551836.0595883164,0.0,0.0,538877.0914570839,0.0,0.0,748380.4095786758,10799.1401093604,64794.84065616239,0.0,10799.1401093604,55075.61455773804,0.0,37796.9903827614,0.0,0.0,355291.7095979571,0.0,57235.44257961011
sample96,159734880.6348141,76052041.66329297,0.0,22683605.76708915,51516300.62721644,0.0,43824887.98291246,23572.6306962031,1006888.082594961,3933261.807595032,7068421.690190044,5950405.49145584,47145.2613924062,23572.6306962031,2872493.426265893,191948.564240511,0.0,158273.3775316494,0.0,0.0,0.0,336751.8670886158,333384.3484177296,0.0,121230.6721519017,0.0,0.0,138068.2655063324,37042.70537974773,235726.306962031,0.0,0.0,3367.518670886157,0.0,70717.89208860931,0.0,37042.70537974773,191948.564240511,0.0,205418.6389240556
sample97,59485855.02750023,51345044.26030743,50508.67994243708,21093316.07360776,25004767.67032649,0.0,32591468.50756256,19312.14233093182,90618.5140143724,6289816.202243489,7222741.231768501,5527729.354876717,51994.22935250875,525884.4911653743,6745879.871135493,414468.2854099984,0.0,148554.9410071679,75763.01991365562,11884.39528057343,8913.296460430072,1215179.417438633,310479.8267049809,0.0,967092.6659566627,0.0,0.0,84676.31637408568,35653.18584172029,343161.9137265577,0.0,0.0,32682.08702157693,0.0,22283.24115107518,0.0,11884.39528057343,589763.1157984565,0.0,193121.4233093182
sample98,126072139.7671618,62632785.29420374,32262.76715017363,27003936.10469533,38385523.40489547,0.0,42748166.47398005,17923.75952787424,10309746.48043326,2760258.967292633,2394614.272923999,5624475.739846936,136220.5724118442,78864.54192264665,2473478.814846645,78864.54192264665,0.0,136220.5724118442,103957.8052616706,0.0,39432.27096132332,250932.6333902394,569975.5529864008,0.0,53771.27858362271,0.0,0.0,78864.54192264666,50186.52667804787,172068.0914675927,0.0,0.0,10754.25571672454,0.0,0.0,0.0,32262.76715017363,229424.1219567903,0.0,132635.8205062694
sample99,148731596.3513757,22569832.61189889,0.0,12725140.72115038,24332212.48839477,0.0,36086149.24534716,9475.160626321953,41591217.56924021,625360.6013372489,8598708.268387172,3373157.182970616,99489.1865763805,23687.90156580488,994891.8657638051,852764.4563689758,0.0,156340.1503343122,265304.4975370147,0.0,0.0,142127.4093948293,307942.7203554634,0.0,265304.4975370147,0.0,341105.7825475903,194240.7928396001,47375.80313160977,1719741.653677434,0.0,0.0,0.0,0.0,322155.4612949464,0.0,0.0,663261.2438425368,0.0,217928.6944054049
sample100,46813257.44069744,38651527.71817064,22978.65133915692,16518777.98143643,16543192.79848429,11489.32566957846,13669425.21538097,10053.15996088115,440902.8725700734,5603918.595336894,5012218.323353603,2954192.862790362,43084.97126091923,0.0,5499078.498601991,330318.1130003807,0.0,94786.9367740223,145052.7365784281,0.0,0.0,453828.3639483491,262818.3246916073,0.0,202499.3649263203,4308.497126091923,0.0,47393.46838701115,18670.154213065,244148.1704785423,0.0,0.0,4308.497126091923,0.0,44521.13696961653,0.0,11489.32566957846,265690.656109002,0.0,137871.9080349415
